step_num,step_type,latency_ms,recall_mean,recall_std_dev,mainteance_ms,index_mem_gb
66,search,4570.56,0.87171,0.139973,1547.37,1.19192
67,insert,63.577,-1.0,-1.0,0.0,1.21131
68,search,4528.54,0.87268,0.139645,1110.3,1.2113
69,insert,74.782,-1.0,-1.0,0.0,1.23668
70,search,4825.38,0.87426,0.137943,1406.35,1.23644
71,insert,21.709,-1.0,-1.0,0.0,1.242
72,search,4706.48,0.87457,0.137918,816.532,1.24103
73,insert,9.165,-1.0,-1.0,0.0,1.24542
74,search,4647.51,0.8747,0.137987,6.208,1.24542
75,insert,26.83,-1.0,-1.0,0.0,1.25231
76,search,4748.15,0.87493,0.137693,717.19,1.25222
77,insert,32.082,-1.0,-1.0,0.0,1.26245
78,search,4808.37,0.87439,0.137938,792.425,1.26191
79,insert,680.873,-1.0,-1.0,0.0,1.29251
80,search,4695.98,0.87394,0.137836,1079.18,1.29272
81,insert,40.776,-1.0,-1.0,0.0,1.30371
82,search,4739.84,0.87515,0.136642,1101.36,1.3041
83,insert,22.124,-1.0,-1.0,0.0,1.31046
84,search,4775.22,0.87618,0.135781,1161.59,1.31139
85,insert,49.498,-1.0,-1.0,0.0,1.3266
86,search,4838.35,0.87705,0.135723,1192.89,1.32693
87,insert,751.012,-1.0,-1.0,0.0,1.51832
88,search,4875.43,0.88738,0.127872,5076.96,1.51677
89,insert,572.394,-1.0,-1.0,0.0,1.67498
90,search,4925.56,0.88854,0.126729,3663.53,1.6757
91,insert,47.421,-1.0,-1.0,0.0,1.69296
92,search,4803.1,0.88502,0.129077,1345.4,1.69345
93,insert,396.746,-1.0,-1.0,0.0,1.79526
94,search,4968.18,0.88594,0.128361,1599.27,1.7949
95,insert,16.004,-1.0,-1.0,0.0,1.80045
96,search,4963.7,0.88555,0.128435,1122.98,1.8018
97,insert,9.724,-1.0,-1.0,0.0,1.8061
98,search,4954.49,0.88538,0.128785,1043.43,1.8063
99,insert,5.957,-1.0,-1.0,0.0,1.80903
100,search,5036.91,0.88547,0.128725,3.57,1.80903
101,insert,42.547,-1.0,-1.0,0.0,1.82065
102,search,5074.71,0.88613,0.12837,1213.36,1.82145
103,insert,18.565,-1.0,-1.0,0.0,1.82798
104,search,5841.38,0.88609,0.128253,5.714,1.82798
105,insert,17.381,-1.0,-1.0,0.0,1.83237
106,search,5818.99,0.88637,0.128023,1335.4,1.8323
107,insert,18.866,-1.0,-1.0,0.0,1.8371
108,search,5839.12,0.88646,0.127926,3.77,1.8371
109,insert,733.292,-1.0,-1.0,0.0,1.9988
110,search,6164.55,0.88955,0.125923,4735.24,2.00004
111,insert,38.372,-1.0,-1.0,0.0,2.01247
112,search,6103.05,0.88945,0.12652,1937.94,2.01379
113,insert,14.636,-1.0,-1.0,0.0,2.0189
114,search,6310.7,0.88945,0.126346,1381.47,2.01878
115,insert,44.495,-1.0,-1.0,0.0,2.02936
116,search,6244.65,0.89028,0.125654,6.779,2.02936
117,insert,23.195,-1.0,-1.0,0.0,2.03489
118,search,6327.02,0.89043,0.125243,7.15,2.03489
119,insert,10.161,-1.0,-1.0,0.0,2.03665
120,search,6119.13,0.89048,0.12524,1319.98,2.03681
121,insert,24.167,-1.0,-1.0,0.0,2.04243
122,search,6288.69,0.89048,0.1252,1314.92,2.04179
123,insert,591.925,-1.0,-1.0,0.0,2.16494
124,search,6752.83,0.89348,0.124014,2990.92,2.16236
125,insert,75.521,-1.0,-1.0,0.0,2.18253
126,search,5704.28,0.89371,0.123867,1846.69,2.18363
127,insert,76.199,-1.0,-1.0,0.0,2.20661
128,search,6330.02,0.89507,0.123169,2172.15,2.20556
129,delete,10.361,-1.0,-1.0,0.0,2.20475
130,search,6444.44,0.89481,0.123189,2002.84,2.20509
131,delete,3.57,-1.0,-1.0,0.0,2.20505
132,search,6676.43,0.89513,0.123071,9.029,2.20505
133,delete,14.905,-1.0,-1.0,0.0,2.20505
134,search,6523.89,0.8952,0.1231,8.679,2.20505
135,delete,25.164,-1.0,-1.0,0.0,2.20361
136,search,6718.7,0.89665,0.121675,8.589,2.20361
137,delete,4.641,-1.0,-1.0,0.0,2.20324
138,search,6734.1,0.89661,0.121687,8.782,2.20324
139,delete,9.82,-1.0,-1.0,0.0,2.20122
140,search,6477.88,0.89667,0.121626,8.582,2.20122
141,delete,22.458,-1.0,-1.0,0.0,2.19894
142,search,6548.58,0.89691,0.121608,8.575,2.19894
143,delete,16.012,-1.0,-1.0,0.0,2.19751
144,search,6703.05,0.89714,0.12144,8.571,2.19751
145,delete,3.161,-1.0,-1.0,0.0,2.19666
146,search,6548.61,0.89669,0.121652,8.618,2.19666
147,delete,9.508,-1.0,-1.0,0.0,2.19632
148,search,6644.73,0.89683,0.121682,8.586,2.19632
149,delete,217.473,-1.0,-1.0,0.0,2.15297
150,search,6651.4,0.90159,0.117581,6.822,2.15297
151,delete,116.943,-1.0,-1.0,0.0,2.11581
152,search,5838.79,0.90153,0.117719,5.858,2.11581
153,delete,29.835,-1.0,-1.0,0.0,2.10282
154,search,6308.56,0.90122,0.118108,8.811,2.10282
155,delete,30.911,-1.0,-1.0,0.0,2.09805
156,search,6093.38,0.90118,0.11805,9.087,2.09805
157,delete,53.782,-1.0,-1.0,0.0,2.08773
158,search,6124.56,0.90091,0.118504,8.743,2.08773
159,delete,362.993,-1.0,-1.0,0.0,1.97016
160,search,6411.57,0.90044,0.118671,8.644,1.97016
161,delete,56.72,-1.0,-1.0,0.0,1.95529
162,search,6090.25,0.9005,0.118557,8.892,1.95529
163,delete,30.217,-1.0,-1.0,0.0,1.94444
164,search,6373.51,0.90029,0.118643,11.121,1.94444
165,delete,40.536,-1.0,-1.0,0.0,1.93449
166,search,5896.14,0.90042,0.118582,5.746,1.93449
167,delete,4.756,-1.0,-1.0,0.0,1.93286
168,search,5445.44,0.90041,0.118524,5.719,1.93286
169,delete,12.693,-1.0,-1.0,0.0,1.92527
170,search,5320.26,0.90017,0.11866,5.731,1.92527
171,delete,6,-1.0,-1.0,0.0,1.92215
172,search,5619.92,0.89991,0.11887,5.729,1.92215
173,delete,24.528,-1.0,-1.0,0.0,1.91119
174,search,6016.14,0.89875,0.120062,8.809,1.91119
175,delete,187.373,-1.0,-1.0,0.0,1.83751
176,search,6197.75,0.89881,0.119869,8.636,1.83751
177,delete,18.243,-1.0,-1.0,0.0,1.83167
178,search,6036.82,0.89839,0.119965,9.487,1.83167
179,delete,277.993,-1.0,-1.0,0.0,1.72953
180,search,6040.89,0.89511,0.1217,8.866,1.72953
181,delete,37.367,-1.0,-1.0,0.0,1.71671
182,search,5816.15,0.89504,0.121898,8.845,1.71671
183,delete,185.154,-1.0,-1.0,0.0,1.64609
184,search,5900.02,0.89018,0.124488,9.281,1.64609
185,delete,18.741,-1.0,-1.0,0.0,1.64284
186,search,5709.96,0.89038,0.124311,9.385,1.64284
187,delete,243.213,-1.0,-1.0,0.0,1.55335
188,search,5861.75,0.89384,0.12119,8.846,1.55335
189,delete,13.405,-1.0,-1.0,0.0,1.54912
190,search,5679.7,0.89361,0.121327,8.965,1.54912
191,delete,5.429,-1.0,-1.0,0.0,1.54841
192,search,5886.29,0.89365,0.121283,8.8,1.54841
193,delete,78.305,-1.0,-1.0,0.0,1.52053
194,search,5698.73,0.89092,0.123385,8.73,1.52053
195,delete,45.966,-1.0,-1.0,0.0,1.50421
196,search,5465.24,0.89003,0.123804,8.928,1.50421
197,delete,46.866,-1.0,-1.0,0.0,1.49285
198,search,5438.47,0.88996,0.123851,8.797,1.49285
199,delete,15.619,-1.0,-1.0,0.0,1.48822
200,search,5574.72,0.88935,0.124253,8.764,1.48822
201,delete,8.344,-1.0,-1.0,0.0,1.48599
202,search,5725.68,0.88915,0.124342,8.8,1.48599
203,delete,16.788,-1.0,-1.0,0.0,1.48215
204,search,5558.64,0.88882,0.124659,8.833,1.48215
205,delete,28.878,-1.0,-1.0,0.0,1.47233
206,search,5694.39,0.88905,0.124582,8.825,1.47233
207,delete,59.744,-1.0,-1.0,0.0,1.4524
208,search,5668.62,0.88934,0.124024,8.814,1.4524
209,delete,30.581,-1.0,-1.0,0.0,1.43977
210,search,5645.99,0.88906,0.124042,9.525,1.43977
211,delete,24.687,-1.0,-1.0,0.0,1.43462
212,search,5667.02,0.88889,0.12418,9.006,1.43462
213,delete,25.319,-1.0,-1.0,0.0,1.42514
214,search,5450,0.88823,0.124256,9.246,1.42514
215,delete,408.223,-1.0,-1.0,0.0,1.26758
216,search,5429.99,0.88258,0.129093,8.993,1.26758
217,delete,281.247,-1.0,-1.0,0.0,1.16842
218,search,5372.85,0.87823,0.132255,9.007,1.16842
219,delete,42.548,-1.0,-1.0,0.0,1.15408
220,search,5513.66,0.87674,0.133329,8.978,1.15408
221,delete,235.925,-1.0,-1.0,0.0,1.05579
222,search,5407.92,0.87681,0.133623,8.994,1.05579
223,delete,19.145,-1.0,-1.0,0.0,1.0512
224,search,5347.71,0.87538,0.135072,9.063,1.0512
225,delete,10.507,-1.0,-1.0,0.0,1.04769
226,search,5350.19,0.87525,0.135197,8.79,1.04769
227,delete,5.905,-1.0,-1.0,0.0,1.04609
228,search,5257.85,0.87509,0.135253,8.965,1.04609
229,delete,30.699,-1.0,-1.0,0.0,1.03552
230,search,5341.46,0.87409,0.135644,9.141,1.03552
231,delete,16.536,-1.0,-1.0,0.0,1.02886
232,search,5316.52,0.87332,0.135818,8.837,1.02886
233,delete,8.661,-1.0,-1.0,0.0,1.02533
234,search,5322.72,0.87292,0.136189,9.005,1.02533
235,delete,10.637,-1.0,-1.0,0.0,1.02217
236,search,5317.07,0.87301,0.13615,8.789,1.02217
237,delete,287.863,-1.0,-1.0,0.0,0.912288
238,search,5177.42,0.87081,0.137601,8.837,0.912288
239,delete,27.627,-1.0,-1.0,0.0,0.898865
240,search,5170.96,0.86924,0.138058,8.98,0.898865
241,delete,10.716,-1.0,-1.0,0.0,0.894298
242,search,5150.72,0.86902,0.138144,8.84,0.894298
243,delete,24.795,-1.0,-1.0,0.0,0.884985
244,search,5196.43,0.86713,0.13941,8.889,0.884985
245,delete,17.391,-1.0,-1.0,0.0,0.878583
246,search,5132.12,0.8667,0.139723,10.996,0.878583
247,delete,7.15,-1.0,-1.0,0.0,0.87733
248,search,5141.86,0.86651,0.139753,8.955,0.87733
249,delete,13.223,-1.0,-1.0,0.0,0.873851
250,search,5144.65,0.86582,0.140295,9.24,0.873851
251,delete,317.227,-1.0,-1.0,0.0,0.758392
252,search,5070.06,0.86618,0.139086,8.905,0.758392
253,delete,42.376,-1.0,-1.0,0.0,0.741415
254,search,4821.72,0.86449,0.139571,8.884,0.741415
255,delete,54.052,-1.0,-1.0,0.0,0.722807
256,search,5018.51,0.8609,0.142023,8.867,0.722807
257,insert,12.038,-1.0,-1.0,0.0,0.723916
258,search,5016.29,0.86076,0.142187,8.998,0.723916
259,insert,42.693,-1.0,-1.0,0.0,0.730189
260,search,5022.22,0.86179,0.141523,8.817,0.730189
261,insert,3.396,-1.0,-1.0,0.0,0.730437
262,search,5022.49,0.86256,0.140984,8.835,0.730437
263,insert,259.267,-1.0,-1.0,0.0,0.772004
264,search,5014.95,0.86646,0.140574,1166.41,0.772104
265,insert,103.202,-1.0,-1.0,0.0,0.789935
266,search,5025.99,0.86985,0.138825,825.798,0.790054
267,insert,50.407,-1.0,-1.0,0.0,0.800599
268,search,5014.8,0.8713,0.138488,847.96,0.799977
269,insert,513.745,-1.0,-1.0,0.0,0.891504
270,search,5130.13,0.87429,0.136771,1279.28,0.890334
271,insert,5.331,-1.0,-1.0,0.0,0.891911
272,search,5149.88,0.87361,0.137422,1258.84,0.891877
273,insert,41.612,-1.0,-1.0,0.0,0.901871
274,search,5045.29,0.87421,0.137165,989.221,0.901719
275,insert,791.315,-1.0,-1.0,0.0,1.05598
276,search,5346.1,0.87704,0.136278,2098.19,1.0565
277,insert,57.582,-1.0,-1.0,0.0,1.0677
278,search,5375,0.87769,0.135739,1580.51,1.06678
279,insert,40.624,-1.0,-1.0,0.0,1.07585
280,search,5480.81,0.8793,0.134535,10.506,1.07585
281,insert,604.308,-1.0,-1.0,0.0,1.1981
282,search,5611.5,0.88164,0.134186,1788.17,1.19842
283,insert,784.395,-1.0,-1.0,0.0,1.37921
284,search,5932.94,0.88467,0.131886,2576.28,1.37934
285,insert,21.556,-1.0,-1.0,0.0,1.38514
286,search,5797.82,0.88506,0.131404,1866.46,1.38421
287,insert,62.823,-1.0,-1.0,0.0,1.39938
288,search,5830.48,0.8851,0.131078,1763.53,1.39929
289,insert,543.531,-1.0,-1.0,0.0,1.5316
290,search,6166.93,0.89045,0.128085,2400.47,1.52969
291,insert,38.436,-1.0,-1.0,0.0,1.54102
292,search,6112.56,0.89099,0.128259,1700.03,1.53999
293,insert,27.261,-1.0,-1.0,0.0,1.54861
294,search,6208.77,0.89093,0.128322,1684.94,1.54823
295,insert,353.553,-1.0,-1.0,0.0,1.63759
296,search,6424.34,0.89386,0.12716,2325.26,1.63953
297,insert,3.891,-1.0,-1.0,0.0,1.64104
298,search,6415.45,0.89321,0.127759,1747.3,1.64031
299,insert,135.65,-1.0,-1.0,0.0,1.66604
300,search,6523.38,0.89705,0.123993,12.311,1.66604
301,insert,1160.8,-1.0,-1.0,0.0,1.91598
302,search,6960.7,0.91789,0.107698,4464.85,1.9183
303,insert,85.993,-1.0,-1.0,0.0,1.94002
304,search,7195.47,0.91638,0.109388,4328.16,1.93932
305,insert,746.137,-1.0,-1.0,0.0,2.10153
306,search,7351.41,0.91533,0.110426,3434.2,2.10152
307,insert,48.995,-1.0,-1.0,0.0,2.11233
308,search,7419.37,0.91623,0.109571,2555.2,2.1128
309,insert,14.309,-1.0,-1.0,0.0,2.11684
310,search,7051.92,0.91685,0.109342,2183.21,2.117
311,insert,26.961,-1.0,-1.0,0.0,2.12568
312,search,7564.24,0.91726,0.109026,13.673,2.12568
313,insert,83.784,-1.0,-1.0,0.0,2.14206
314,search,7592.21,0.91748,0.108923,2312.42,2.14163
315,insert,14.04,-1.0,-1.0,0.0,2.14306
316,search,7420.44,0.91743,0.108927,13.91,2.14306
317,insert,122.815,-1.0,-1.0,0.0,2.1608
318,search,7338.61,0.91784,0.108682,2384.86,2.16105
319,insert,1146.96,-1.0,-1.0,0.0,2.38195
320,search,7852.97,0.92089,0.106402,5372.35,2.37786
321,insert,82.775,-1.0,-1.0,0.0,2.39468
322,search,7618.29,0.92003,0.107538,2980.58,2.39472
323,insert,166.946,-1.0,-1.0,0.0,2.44016
324,search,7866.62,0.9208,0.107211,3002.53,2.4388
325,insert,2226.89,-1.0,-1.0,0.0,2.65967
326,search,8381.94,0.92228,0.106334,4897.01,2.66044
327,insert,147.069,-1.0,-1.0,0.0,2.69139
328,search,8357.83,0.92279,0.10566,3627.67,2.69166
329,insert,15.328,-1.0,-1.0,0.0,2.69491
330,search,8189.53,0.92329,0.105514,3530.85,2.69474
331,insert,83.476,-1.0,-1.0,0.0,2.71384
332,search,8352.53,0.92356,0.105284,2776.4,2.71408
333,insert,3.494,-1.0,-1.0,0.0,2.71484
334,search,8473.44,0.92347,0.105287,15.048,2.71484
335,insert,78.487,-1.0,-1.0,0.0,2.73121
336,search,8363.5,0.92409,0.104486,2714.03,2.73168
337,insert,37.908,-1.0,-1.0,0.0,2.73911
338,search,8502.58,0.92431,0.103918,2439.03,2.73891
339,insert,88.943,-1.0,-1.0,0.0,2.75685
340,search,8585.06,0.92473,0.103492,2555.65,2.75659
341,insert,12.339,-1.0,-1.0,0.0,2.76027
342,search,8715.8,0.9248,0.103535,2655.13,2.7606
343,insert,84.997,-1.0,-1.0,0.0,2.77526
344,search,8682.78,0.92537,0.103092,2583.91,2.77513
345,insert,90.266,-1.0,-1.0,0.0,2.79192
346,search,8649.29,0.92583,0.102763,3132.62,2.7914
347,insert,1041.98,-1.0,-1.0,0.0,2.99312
348,search,9087.48,0.92839,0.100279,7424.27,2.99149
349,insert,71.412,-1.0,-1.0,0.0,3.01042
350,search,9040.91,0.92869,0.0997187,3883.62,3.01079
351,insert,764.418,-1.0,-1.0,0.0,3.19679
352,search,9336.98,0.9295,0.10007,6952.37,3.19772
353,insert,124.962,-1.0,-1.0,0.0,3.21686
354,search,9287.24,0.92861,0.101091,3964.58,3.21663
355,insert,807.433,-1.0,-1.0,0.0,3.37221
356,search,9718.97,0.93041,0.099033,7143.5,3.37682
357,insert,43.448,-1.0,-1.0,0.0,3.38417
358,search,9671.05,0.93058,0.0990375,4168.5,3.38394
359,insert,24.307,-1.0,-1.0,0.0,3.39016
360,search,9940.82,0.93098,0.0988698,3368.02,3.39082
361,insert,123.511,-1.0,-1.0,0.0,3.42146
362,search,10074.7,0.93159,0.0978674,3238.78,3.42064
363,insert,42.904,-1.0,-1.0,0.0,3.42586
364,search,9835.23,0.9316,0.0978978,18.044,3.42586
365,insert,155.149,-1.0,-1.0,0.0,3.45207
366,search,9866,0.93189,0.0976154,3439.17,3.45261
367,insert,76.222,-1.0,-1.0,0.0,3.46529
368,search,9807.51,0.9323,0.0973215,4079.88,3.46452
369,insert,153.032,-1.0,-1.0,0.0,3.48997
370,search,9899.71,0.93249,0.0971594,4308.65,3.49143
371,insert,30.13,-1.0,-1.0,0.0,3.49764
372,search,10031.6,0.93299,0.096737,3415.49,3.49774
373,insert,125.685,-1.0,-1.0,0.0,3.51628
374,search,9875.67,0.93317,0.0964727,4445.13,3.51512
375,insert,80.979,-1.0,-1.0,0.0,3.52836
376,search,9953.98,0.93327,0.0965464,3741.86,3.52838
377,insert,142.22,-1.0,-1.0,0.0,3.55477
378,search,10211.2,0.93369,0.0962969,4467.36,3.55376
379,insert,15.817,-1.0,-1.0,0.0,3.55607
380,search,10139.8,0.93377,0.0964232,3482.1,3.55603
381,insert,51.693,-1.0,-1.0,0.0,3.56491
382,search,10060.1,0.9338,0.0964065,18.252,3.56491
383,insert,59.078,-1.0,-1.0,0.0,3.57517
384,search,10100.9,0.93368,0.0964881,3571.42,3.57391
385,delete,9.837,-1.0,-1.0,0.0,3.57373
386,search,10174.2,0.93386,0.0962398,3481.62,3.57394
387,delete,18.541,-1.0,-1.0,0.0,3.57256
388,search,10109.2,0.93396,0.0961754,18.505,3.57256
389,delete,22.434,-1.0,-1.0,0.0,3.57159
390,search,10188.2,0.934,0.096091,18.557,3.57159
391,delete,122.187,-1.0,-1.0,0.0,3.55045
392,search,9910.3,0.93367,0.0963981,18.353,3.55045
393,delete,40.525,-1.0,-1.0,0.0,3.54915
394,search,10064.5,0.93354,0.0964366,18.3,3.54915
395,delete,26.297,-1.0,-1.0,0.0,3.54175
396,search,10008.6,0.93351,0.0964171,18.382,3.54175
397,delete,142.452,-1.0,-1.0,0.0,3.50887
398,search,10104.2,0.93343,0.096543,19.096,3.50887
399,delete,12.871,-1.0,-1.0,0.0,3.5085
400,search,10135.8,0.93342,0.0965799,18.827,3.5085
401,delete,33.415,-1.0,-1.0,0.0,3.50574
402,search,9902.35,0.93325,0.0966256,18.579,3.50574
403,delete,397.753,-1.0,-1.0,0.0,3.42029
404,search,9787.99,0.93327,0.0966603,18.901,3.42029
405,delete,86.374,-1.0,-1.0,0.0,3.41322
406,search,9751.06,0.93442,0.0959388,18.943,3.41322
407,delete,123.419,-1.0,-1.0,0.0,3.38609
408,search,9631.36,0.93481,0.0952276,18.8,3.38609
409,delete,270.525,-1.0,-1.0,0.0,3.30027
410,search,9552.1,0.93481,0.0951436,18.363,3.30027
411,delete,299.539,-1.0,-1.0,0.0,3.22306
412,search,9402.47,0.9338,0.0965309,19.356,3.22306
413,delete,41.105,-1.0,-1.0,0.0,3.21762
414,search,9534.32,0.93368,0.096633,18.954,3.21762
415,delete,111.542,-1.0,-1.0,0.0,3.19706
416,search,9296.31,0.9336,0.096645,18.822,3.19706
417,delete,278.283,-1.0,-1.0,0.0,3.13278
418,search,9512.22,0.93392,0.0961475,18.832,3.13278
419,delete,32.752,-1.0,-1.0,0.0,3.13066
420,search,9296.51,0.93364,0.09643,18.587,3.13066
421,delete,36.27,-1.0,-1.0,0.0,3.12104
422,search,9490.53,0.9337,0.09639,18.437,3.12104
423,delete,220.637,-1.0,-1.0,0.0,3.05721
424,search,9424.6,0.93372,0.0959603,18.54,3.05721
425,delete,29.558,-1.0,-1.0,0.0,3.04986
426,search,9091.03,0.93388,0.0959724,18.363,3.04986
427,delete,64.523,-1.0,-1.0,0.0,3.03756
428,search,9122.95,0.93323,0.0969718,19.462,3.03756
429,delete,581.073,-1.0,-1.0,0.0,2.88377
430,search,8819.64,0.92593,0.104044,18.871,2.88377
431,delete,129.953,-1.0,-1.0,0.0,2.84768
432,search,8753.34,0.92595,0.104119,18.59,2.84768
433,delete,287.576,-1.0,-1.0,0.0,2.76654
434,search,8709.19,0.92545,0.104192,18.71,2.76654
435,delete,162.44,-1.0,-1.0,0.0,2.71817
436,search,8868.72,0.92478,0.104982,18.953,2.71817
437,delete,24.708,-1.0,-1.0,0.0,2.71203
438,search,8703.93,0.92484,0.104918,18.596,2.71203
439,delete,173.496,-1.0,-1.0,0.0,2.6552
440,search,8629.91,0.92454,0.104826,18.538,2.6552
441,delete,42.827,-1.0,-1.0,0.0,2.6445
442,search,8472.11,0.92422,0.104982,18.502,2.6445
443,delete,38.133,-1.0,-1.0,0.0,2.63085
444,search,8474.06,0.92454,0.104807,19.531,2.63085
445,delete,74.5,-1.0,-1.0,0.0,2.6134
446,search,8685.8,0.92438,0.104822,18.806,2.6134
447,delete,528.064,-1.0,-1.0,0.0,2.4595
448,search,8040.53,0.92388,0.104566,18.899,2.4595
449,delete,62.439,-1.0,-1.0,0.0,2.44375
450,search,8147.22,0.92325,0.105012,18.609,2.44375
451,delete,134.091,-1.0,-1.0,0.0,2.40159
452,search,8464.67,0.92208,0.105963,18.878,2.40159
453,delete,399.294,-1.0,-1.0,0.0,2.28838
454,search,8264.59,0.92124,0.106366,18.77,2.28838
455,delete,69.72,-1.0,-1.0,0.0,2.27165
456,search,8186.68,0.92079,0.106412,18.567,2.27165
457,delete,10.357,-1.0,-1.0,0.0,2.26856
458,search,8198.72,0.92073,0.106463,18.69,2.26856
459,delete,55.975,-1.0,-1.0,0.0,2.24889
460,search,8199.36,0.92083,0.106467,18.334,2.24889
461,delete,9.344,-1.0,-1.0,0.0,2.24647
462,search,8185.23,0.92094,0.10631,19.383,2.24647
463,delete,95.873,-1.0,-1.0,0.0,2.22179
464,search,8299.45,0.92059,0.106786,19.17,2.22179
465,delete,40.723,-1.0,-1.0,0.0,2.21214
466,search,8195.89,0.92024,0.107127,19.292,2.21214
467,delete,59.915,-1.0,-1.0,0.0,2.19875
468,search,8221.2,0.9199,0.107524,18.705,2.19875
469,delete,38.87,-1.0,-1.0,0.0,2.18744
470,search,8100.32,0.91945,0.10783,18.975,2.18744
471,delete,169.402,-1.0,-1.0,0.0,2.13073
472,search,8083.44,0.91839,0.108645,18.618,2.13073
473,delete,186.419,-1.0,-1.0,0.0,2.08024
474,search,8111.31,0.91764,0.10939,18.788,2.08024
475,delete,489.547,-1.0,-1.0,0.0,1.89124
476,search,7701.34,0.91494,0.111263,18.467,1.89124
477,delete,72.402,-1.0,-1.0,0.0,1.86868
478,search,7845.18,0.91472,0.111308,18.486,1.86868
479,delete,264.49,-1.0,-1.0,0.0,1.77566
480,search,8013.58,0.91639,0.109358,19.229,1.77566
481,delete,89.231,-1.0,-1.0,0.0,1.756
482,search,7888.54,0.91597,0.109544,19.184,1.756
483,delete,384.857,-1.0,-1.0,0.0,1.62161
484,search,7711.13,0.91422,0.110846,18.875,1.62161
485,delete,48.874,-1.0,-1.0,0.0,1.61231
486,search,7736.65,0.91406,0.111218,18.508,1.61231
487,delete,19.229,-1.0,-1.0,0.0,1.6077
488,search,7767.84,0.91364,0.111336,19.181,1.6077
489,delete,55.771,-1.0,-1.0,0.0,1.5901
490,search,7761.1,0.9134,0.111384,19.055,1.5901
491,delete,32.457,-1.0,-1.0,0.0,1.58259
492,search,7699.92,0.91321,0.111353,18.608,1.58259
493,delete,199.825,-1.0,-1.0,0.0,1.52016
