step_num,step_type,latency_ms,worker_partition_size,worker_scan_time_ms,worker_scan_throughput,worker_result_time_ms,measured_ipc,cache_miss_rate,recall_mean,recall_std_dev,gt_scan_mean,gt_scan_dev,mainteance_ms,index_mem_gb,num_partitions,num_vectors
187,delete,208.538,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,293.087,1.44974,1179,3150857
188,search,3991.52,2669.46,1510.83,0.879377,133.039,-nan,-nan,0.88838,0.128941,-1.0,-1.0,51.964,1.45025,1183,3150857
189,delete,5.765,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.249,1.45025,1183,3143609
190,search,3947.97,2645.46,1480.44,0.928995,132.252,-nan,-nan,0.88771,0.129211,-1.0,-1.0,15.574,1.45025,1183,3143609
191,delete,3.72,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.248,1.44994,1183,3141038
192,search,3944.9,2642.42,1477.28,0.938585,134.787,-nan,-nan,0.88765,0.129279,-1.0,-1.0,15.468,1.44994,1183,3141038
193,delete,61.533,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,195.747,1.42745,1163,3081734
194,search,3822.43,2636.17,1408.42,0.985098,127.08,-nan,-nan,0.88646,0.130074,-1.0,-1.0,28.949,1.4277,1165,3081734
195,delete,41.773,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,181.97,1.41055,1148,3043966
196,search,3810.08,2631.49,1410.79,0.983833,126.422,-nan,-nan,0.88619,0.130706,-1.0,-1.0,56.306,1.41123,1152,3043966
197,delete,46.868,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.084,1.39985,1148,3008145
198,search,3791.53,2601.6,1390.59,0.993336,125.647,-nan,-nan,0.88571,0.130621,-1.0,-1.0,15.204,1.39985,1148,3008145
199,delete,11.049,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.533,1.3969,1146,2999384
200,search,3824.69,2602.5,1416.69,0.916913,128.082,-nan,-nan,0.88524,0.130848,-1.0,-1.0,15.232,1.3969,1146,2999384
201,delete,5.915,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.514,1.39463,1144,2993528
202,search,3831.01,2597.51,1417.67,0.953188,128.698,-nan,-nan,0.8851,0.130857,-1.0,-1.0,28.99,1.39499,1145,2993528
203,delete,12.204,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.984,1.39463,1145,2980973
204,search,3828.48,2583.25,1411.55,0.885326,128.193,-nan,-nan,0.88494,0.131202,-1.0,-1.0,24.844,1.39485,1146,2980973
205,delete,23.455,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.644,1.3891,1137,2960291
206,search,3793.82,2572.39,1401.72,0.944292,124.19,-nan,-nan,0.88421,0.131611,-1.0,-1.0,14.97,1.3891,1137,2960291
207,delete,47.035,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,127.458,1.3685,1091,2920620
208,search,3632.76,2585.86,1343.31,0.930398,117.831,-nan,-nan,0.88051,0.134818,-1.0,-1.0,18.274,1.3685,1091,2920620
209,delete,23.518,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.039,1.36027,1084,2900501
210,search,3241.03,2581.93,1331.42,0.92744,115.644,-nan,-nan,0.87964,0.135081,-1.0,-1.0,12.16,1.36027,1084,2900501
211,delete,5.549,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.726,1.35739,1083,2891660
212,search,3451.61,2575.67,1270.13,0.992371,111.12,-nan,-nan,0.87942,0.13526,-1.0,-1.0,27.299,1.35742,1084,2891660
213,delete,20.776,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77.62,1.35031,1078,2873257
214,search,3454.82,2563.77,1320.7,0.944427,114.247,-nan,-nan,0.8783,0.13611,-1.0,-1.0,13.176,1.35031,1078,2873257
215,delete,242.353,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1494.38,1.14861,879,2537571
216,search,2819.05,2831.25,1086.51,0.997684,89.8229,-nan,-nan,0.87291,0.139252,-1.0,-1.0,283.342,1.15486,915,2537571
217,delete,124.286,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,614.541,1.03598,777,2308194
218,search,2242.3,2886.24,973.77,1.05279,82.8769,-nan,-nan,0.86617,0.144809,-1.0,-1.0,208.54,1.0438,816,2308194
219,delete,10.622,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.81,1.03865,811,2285820
220,search,2258.81,2664.37,937.309,1.0087,84.0616,-nan,-nan,0.8636,0.146864,-1.0,-1.0,54.036,1.0392,820,2285820
221,delete,116.315,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,432.079,0.92963,679,2082858
222,search,2236.92,2784.41,826.658,1.07193,73.2636,-nan,-nan,0.85355,0.153915,-1.0,-1.0,72.805,0.930751,687,2082858
223,delete,9.198,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.679,0.927826,683,2071207
224,search,2195.84,2728.25,859.636,1.05604,75.1523,-nan,-nan,0.8511,0.155631,-1.0,-1.0,25.913,0.928493,684,2071207
225,delete,4.851,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.223,0.927506,683,2065400
226,search,2325.03,2719.38,897.337,0.944892,84.1392,-nan,-nan,0.85107,0.155546,-1.0,-1.0,10.974,0.927506,683,2065400
227,delete,3.13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.145,0.927506,683,2062105
228,search,2250.82,2713.96,906.232,0.928092,83.1459,-nan,-nan,0.85072,0.15576,-1.0,-1.0,10.109,0.927506,683,2062105
229,delete,23.204,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.131,0.921084,677,2039610
230,search,2362.79,2703.35,907.629,0.923592,82.8306,-nan,-nan,0.84902,0.156903,-1.0,-1.0,19.165,0.92136,678,2039610
231,delete,12.669,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.528,0.916266,672,2027795
232,search,2275.71,2712.62,858.851,0.978512,78.9798,-nan,-nan,0.84977,0.1567,-1.0,-1.0,40.02,0.916559,675,2027795
233,delete,5.004,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.083,0.915492,674,2022859
234,search,2361.8,2689.37,903.813,0.872645,90.1896,-nan,-nan,0.84893,0.157088,-1.0,-1.0,8.291,0.915492,674,2022859
235,delete,4.035,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.819,0.915136,673,2016264
236,search,2241.97,2684.54,838.206,1.04464,76.3599,-nan,-nan,0.84875,0.157118,-1.0,-1.0,11.084,0.915136,673,2016264
237,delete,300.516,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,741.319,0.792515,551,1782866
238,search,1970.75,2928.14,758.2,0.966397,66.7084,-nan,-nan,0.84117,0.164179,-1.0,-1.0,168.095,0.796057,568,1782866
239,delete,19.763,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.324,0.786082,558,1758931
240,search,1961.31,2822.31,744.12,1.04752,66.199,-nan,-nan,0.8384,0.164827,-1.0,-1.0,56.02,0.786385,563,1758931
241,delete,6.942,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.026,0.782659,560,1751275
242,search,1958.21,2792.76,733.607,1.01614,68.7278,-nan,-nan,0.83696,0.165016,-1.0,-1.0,28.018,0.782948,562,1751275
243,delete,19.528,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.667,0.779254,559,1733264
244,search,2014.6,2762.46,784.075,0.891631,75.9705,-nan,-nan,0.83554,0.166284,-1.0,-1.0,16.458,0.779466,560,1733264
245,delete,9.118,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.89,0.7777,559,1722658
246,search,1877.35,2739.45,745.89,1.00469,66.3436,-nan,-nan,0.83478,0.166521,-1.0,-1.0,8.38,0.7777,559,1722658
247,delete,2.398,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.024,0.7777,559,1719601
248,search,1999.46,2735.36,768.661,0.968369,71.9837,-nan,-nan,0.83448,0.166603,-1.0,-1.0,8.833,0.7777,559,1719601
249,delete,9.259,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.894,0.774906,557,1711648
250,search,1782.66,2729.12,744.329,0.989099,65.7997,-nan,-nan,0.83288,0.167399,-1.0,-1.0,6.575,0.774906,557,1711648
251,delete,182.878,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,309.894,0.654489,462,1470624
252,search,1712.59,2899.67,691.328,0.815954,63.6184,-nan,-nan,0.82899,0.168827,-1.0,-1.0,113.097,0.657254,474,1470624
253,delete,17.523,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.714,0.648981,467,1442070
254,search,1657.67,2772.52,650.173,0.905936,59.6014,-nan,-nan,0.82805,0.169312,-1.0,-1.0,9.59,0.648981,467,1442070
255,delete,38.396,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,108.01,0.631023,448,1405549
256,search,1607.2,2827.02,608.059,1.0469,54.6439,-nan,-nan,0.82206,0.17264,-1.0,-1.0,21.74,0.631206,450,1405549
257,insert,12.883,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.83,0.634335,450,1416288
258,search,1679.41,2822.47,658.116,0.848679,58.8,-nan,-nan,0.82329,0.172639,-1.0,-1.0,15.503,0.634382,451,1416288
259,insert,31.684,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.947,0.645258,456,1443010
260,search,1684.51,2829.23,670.994,0.949099,63.0048,-nan,-nan,0.82194,0.173316,-1.0,-1.0,6.224,0.645258,456,1443010
261,insert,5.011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.508,0.647009,458,1447529
262,search,1474.77,2822.5,640.758,0.892868,57.7263,-nan,-nan,0.8238,0.172442,-1.0,-1.0,6.118,0.647009,458,1447529
263,insert,83.539,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,78.918,0.697252,466,1569110
264,search,1525.41,3022.32,687.238,0.896871,60.5443,-nan,-nan,0.82631,0.17282,-1.0,-1.0,48.836,0.697488,470,1569110
265,insert,50.39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,89.455,0.72656,488,1636119
266,search,1771.95,3007.27,711.995,0.936005,67.3647,-nan,-nan,0.83096,0.1699,-1.0,-1.0,110.28,0.7266,496,1636119
267,insert,32.684,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65.499,0.740769,502,1665152
268,search,1881.52,2988.14,767.584,0.861896,68.0138,-nan,-nan,0.83476,0.168296,-1.0,-1.0,65.923,0.74091,508,1665152
269,insert,301.231,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,297.547,0.85372,536,1916952
270,search,2050,3189.22,859.202,0.901939,76.5703,-nan,-nan,0.83636,0.166429,-1.0,-1.0,155.045,0.854696,549,1916952
271,insert,5.159,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.066,0.855858,551,1920898
272,search,2000.86,3101.84,862.519,0.910505,77.5885,-nan,-nan,0.83768,0.165902,-1.0,-1.0,37.579,0.856075,556,1920898
273,insert,10.793,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.858,0.864167,562,1942757
274,search,2053.78,3078.13,843.481,0.91838,74.443,-nan,-nan,0.8402,0.164089,-1.0,-1.0,29.238,0.864406,564,1942757
275,insert,379.972,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,565.93,1.04288,639,2328372
276,search,2336.01,3271.08,993.646,0.975758,86.1996,-nan,-nan,0.84997,0.158664,-1.0,-1.0,226.884,1.04488,665,2328372
277,insert,37.932,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.403,1.05856,673,2363257
278,search,2460.17,3131.63,1008.49,0.97955,88.1646,-nan,-nan,0.85234,0.157049,-1.0,-1.0,67.228,1.05894,677,2363257
279,insert,31.067,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.569,1.06985,679,2388933
280,search,2520.9,3142.43,1045.16,0.931414,97.2971,-nan,-nan,0.85343,0.156073,-1.0,-1.0,53.05,1.06985,683,2388933
281,insert,298.475,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,389.568,1.20574,718,2684315
282,search,2672.5,3253.24,1122.57,0.899991,102.917,-nan,-nan,0.85521,0.156094,-1.0,-1.0,151.358,1.20709,731,2684315
283,insert,463.968,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,632.265,1.40051,821,3109157
284,search,3023.2,3313.63,1278.21,0.935867,112.351,-nan,-nan,0.86272,0.151953,-1.0,-1.0,235.403,1.40196,850,3109157
285,insert,13.913,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.436,1.40656,852,3122751
286,search,3119.25,3205.68,1297.79,0.887082,115.605,-nan,-nan,0.86484,0.150778,-1.0,-1.0,71.309,1.40759,857,3122751
287,insert,41.042,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68.449,1.42637,863,3163679
288,search,3173.1,3206.3,1316,0.852168,114.964,-nan,-nan,0.86478,0.1509,-1.0,-1.0,44.762,1.4271,867,3163679
289,insert,358.136,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,481.725,1.56119,918,3472031
290,search,3380.11,3305.24,1429.79,0.93077,127.844,-nan,-nan,0.8675,0.149583,-1.0,-1.0,244.059,1.56208,934,3472031
291,insert,27.425,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.04,1.57295,943,3495577
292,search,3475.38,3232.06,1458.91,0.880425,129.647,-nan,-nan,0.86951,0.147906,-1.0,-1.0,94.5,1.57296,951,3495577
293,insert,19.206,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.569,1.58128,955,3515193
294,search,3348.67,3209.65,1448.97,0.925965,128.635,-nan,-nan,0.86933,0.148408,-1.0,-1.0,32.365,1.58128,957,3515193
295,insert,243.151,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,353.285,1.66991,1000,3723063
296,search,3613.18,3267.32,1482.85,1.02531,131.682,-nan,-nan,0.87427,0.145541,-1.0,-1.0,154.276,1.67165,1021,3723063
297,insert,3.672,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.66,1.6729,1022,3727399
298,search,3679.88,3195.06,1516.01,0.93827,135.027,-nan,-nan,0.87476,0.145191,-1.0,-1.0,51.892,1.67363,1027,3727399
299,insert,76.237,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,125.217,1.69647,1047,3788002
300,search,3641.7,3171.8,1455.56,1.03589,123.293,-nan,-nan,0.87695,0.142589,-1.0,-1.0,20.079,1.69647,1048,3788002
301,insert,726.209,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1123.27,1.9695,1193,4370866
302,search,4327.18,3343.84,1834.65,0.945757,157.284,-nan,-nan,0.90184,0.122855,-1.0,-1.0,213.132,1.96994,1223,4370866
303,insert,57.755,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,91.145,1.99022,1233,4420306
304,search,4354.31,3221.57,1776.23,0.996096,146.162,-nan,-nan,0.90056,0.123259,-1.0,-1.0,22.087,1.99022,1235,4420306
305,insert,389.532,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,487.363,2.15567,1282,4789669
306,search,4670.03,3317.69,1969.46,0.90406,174.906,-nan,-nan,0.90337,0.121587,-1.0,-1.0,234.755,2.15679,1300,4789669
307,insert,28.818,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.672,2.16441,1304,4815550
308,search,4570.46,3281.93,1853.73,1.02517,154.763,-nan,-nan,0.90379,0.121146,-1.0,-1.0,120.304,2.16472,1314,4815550
309,insert,9.142,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.184,2.1675,1315,4823345
310,search,4599.27,3262.17,1847.45,1.06239,155.242,-nan,-nan,0.90476,0.120367,-1.0,-1.0,41.025,2.1675,1318,4823345
311,insert,21.887,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.995,2.17652,1319,4843493
312,search,4743.15,3259.62,1991.83,0.931453,175.201,-nan,-nan,0.90413,0.120811,-1.0,-1.0,12.58,2.17652,1319,4843493
313,insert,45.049,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.42,2.19327,1325,4885489
314,search,4593.04,3273.18,1828.36,1.08159,146.448,-nan,-nan,0.90448,0.120895,-1.0,-1.0,54.135,2.19378,1330,4885489
315,insert,7.759,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.028,2.19653,1330,4892335
316,search,4695.79,3265.1,1927.02,1.01447,159.444,-nan,-nan,0.90464,0.120699,-1.0,-1.0,28.56,2.19677,1332,4892335
317,insert,46.084,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.319,2.2123,1340,4932996
318,search,4691.72,3274.45,1903.16,0.998541,157.142,-nan,-nan,0.90497,0.120457,-1.0,-1.0,24.507,2.21274,1341,4932996
319,insert,619.613,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,849.439,2.4253,1450,5430684
320,search,5150.5,3367.53,2157.44,0.971539,181.974,-nan,-nan,0.90971,0.115656,-1.0,-1.0,348.74,2.43284,1498,5430684
321,insert,48.216,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,78.077,2.44999,1507,5471239
322,search,5396.26,3253.34,2251.74,0.980214,203.623,-nan,-nan,0.90969,0.115915,-1.0,-1.0,70.375,2.4501,1511,5471239
323,insert,110.738,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,163.358,2.49315,1534,5575560
324,search,5372.27,3262.58,2197.35,1.01611,187.663,-nan,-nan,0.91074,0.114487,-1.0,-1.0,64.482,2.49331,1540,5575560
325,insert,1350.21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,744.909,2.72229,1607,6069499
326,search,5819.25,3387.17,2488.83,0.885272,222.315,-nan,-nan,0.91389,0.112886,-1.0,-1.0,356.899,2.72298,1637,6069499
327,insert,74.622,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,135.3,2.75082,1652,6139647
328,search,5961.96,3329.96,2517.82,0.890001,224.411,-nan,-nan,0.91588,0.111257,-1.0,-1.0,195.588,2.75146,1670,6139647
329,insert,12.29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.56,2.75487,1671,6146884
330,search,5994.27,3296.34,2510.96,0.933243,224.867,-nan,-nan,0.91578,0.111413,-1.0,-1.0,79.178,2.75487,1677,6146884
331,insert,52.508,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65.245,2.77313,1683,6188816
332,search,5812.49,3297.48,2411.6,0.997272,203.743,-nan,-nan,0.91598,0.111387,-1.0,-1.0,53.674,2.77336,1687,6188816
333,insert,3.445,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.552,2.774,1688,6190810
334,search,5887.92,3286.63,2408.84,1.01514,205.762,-nan,-nan,0.916,0.111293,-1.0,-1.0,16.24,2.774,1688,6190810
335,insert,53.085,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,125.146,2.79201,1705,6230108
336,search,6047.76,3275.75,2503.97,0.947008,216.864,-nan,-nan,0.91662,0.110599,-1.0,-1.0,24.521,2.79213,1706,6230108
337,insert,23.83,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.62,2.80041,1710,6249699
338,search,6015.1,3277.55,2464.29,0.969751,209.416,-nan,-nan,0.91734,0.109968,-1.0,-1.0,34.473,2.80082,1712,6249699
339,insert,55.837,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,71.357,2.8143,1721,6290226
340,search,5897.39,3273.64,2369.4,1.04496,199.284,-nan,-nan,0.91768,0.109371,-1.0,-1.0,24.682,2.81446,1722,6290226
341,insert,10.201,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.565,2.81807,1724,6297556
342,search,5910.98,3271.67,2356.73,1.03452,189.78,-nan,-nan,0.91811,0.109216,-1.0,-1.0,33.96,2.81816,1726,6297556
343,insert,37.572,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,97.79,2.83089,1739,6330843
344,search,6093.56,3267.8,2504.03,0.956056,212.847,-nan,-nan,0.91839,0.109113,-1.0,-1.0,16.161,2.83089,1739,6330843
345,insert,47.194,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,99.111,2.84804,1751,6370265
346,search,6133.34,3270.59,2510.62,1.06201,213.915,-nan,-nan,0.91898,0.108793,-1.0,-1.0,32.223,2.84845,1753,6370265
347,insert,576.613,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1024.4,3.0527,1892,6831086
348,search,6572.64,3264.31,2682.5,1.01507,230.679,-nan,-nan,0.92245,0.10564,-1.0,-1.0,158.023,3.05492,1911,6831086
349,insert,46.141,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,94.702,3.071,1922,6876154
350,search,6686.96,3240,2705.34,1.01986,233.088,-nan,-nan,0.92341,0.105273,-1.0,-1.0,91.691,3.07265,1931,6876154
351,insert,511.096,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,590.774,3.25412,2004,7288266
352,search,7007.87,3269.66,2866.06,1.02988,242.647,-nan,-nan,0.92153,0.107744,-1.0,-1.0,255.957,3.2571,2032,7288266
353,insert,53.329,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,112.764,3.27437,2044,7333132
354,search,7216.24,3227.19,2964.49,0.950497,261.174,-nan,-nan,0.92235,0.107172,-1.0,-1.0,92.679,3.27452,2050,7333132
355,insert,420.443,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,572.177,3.4318,2118,7696838
356,search,7260.17,3276.21,2901.06,1.07277,235.65,-nan,-nan,0.9243,0.105546,-1.0,-1.0,229.617,3.43481,2139,7696838
357,insert,22.523,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.438,3.44102,2139,7714498
358,search,7425,3251.61,2986.2,0.998383,251.154,-nan,-nan,0.92479,0.105277,-1.0,-1.0,69.872,3.44118,2143,7714498
359,insert,14.244,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.194,3.44596,2148,7725755
360,search,7417.76,3242.59,2992.08,1.0052,244.118,-nan,-nan,0.92497,0.105267,-1.0,-1.0,63.994,3.44655,2152,7725755
361,insert,70.044,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,103.542,3.47145,2162,7789312
362,search,7601.94,3245.29,3117.35,0.923066,263.508,-nan,-nan,0.92538,0.104971,-1.0,-1.0,57.172,3.4719,2165,7789312
363,insert,22.973,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.568,3.47686,2169,7803163
364,search,7621.73,3241.9,3132.04,0.942892,270.597,-nan,-nan,0.9255,0.104621,-1.0,-1.0,33.343,3.47698,2170,7803163
365,insert,70.156,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,153.612,3.50109,2184,7863722
366,search,7647.05,3246.73,3118.19,0.965928,269.034,-nan,-nan,0.92613,0.103962,-1.0,-1.0,75.502,3.50161,2189,7863722
367,insert,37.557,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,99.471,3.51436,2199,7895271
368,search,6683.07,3238.16,3017.39,1.09757,254.009,-nan,-nan,0.92648,0.103757,-1.0,-1.0,39.418,3.51474,2204,7895271
369,insert,37.727,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.886,3.53846,2213,7961194
370,search,7339.35,3241.68,2964.15,1.12009,235.826,-nan,-nan,0.92691,0.103002,-1.0,-1.0,25.758,3.5386,2214,7961194
371,insert,9.048,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.53,3.54207,2215,7970239
372,search,6519.07,3244.53,3064.67,1.02654,250.138,-nan,-nan,0.92707,0.102901,-1.0,-1.0,29.001,3.54244,2217,7970239
373,insert,30.932,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.014,3.55884,2225,8010868
374,search,7336.98,3249.95,3090.05,1.00083,252.335,-nan,-nan,0.92739,0.102535,-1.0,-1.0,34.458,3.55898,2226,8010868
375,insert,42.219,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,93.999,3.57271,2235,8040698
