step_num,step_type,latency_ms,worker_partition_size,worker_scan_time_ms,worker_scan_throughput,worker_result_time_ms,measured_ipc,cache_miss_rate,recall_mean,recall_std_dev,gt_scan_mean,gt_scan_dev,mainteance_ms,index_mem_gb,num_partitions,num_vectors
177,delete,14.147,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.708,1.76481,1467,3786352
178,search,4891.45,2578.82,1721.18,0.960007,154.281,-nan,-nan,0.90611,0.115112,-1.0,-1.0,21.652,1.76481,1467,3786352
179,delete,248.68,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,973.429,1.63587,1323,3556994
180,search,4492.95,2667.94,1608.86,0.958026,144.687,-nan,-nan,0.8976,0.119639,-1.0,-1.0,113.414,1.63765,1334,3556994
181,delete,28.711,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.795,1.63217,1331,3526824
182,search,4479.13,2611.69,1598.06,0.984283,147.314,-nan,-nan,0.89765,0.119537,-1.0,-1.0,32.716,1.63214,1333,3526824
183,delete,174.912,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,719.155,1.5443,1234,3350245
184,search,4181.42,2660.31,1499.62,0.929557,135.305,-nan,-nan,0.88174,0.137083,-1.0,-1.0,82.931,1.5452,1243,3350245
185,delete,11.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.613,1.54382,1240,3340234
186,search,4191.33,2619.78,1488.06,0.92047,136.115,-nan,-nan,0.88693,0.130466,-1.0,-1.0,53.968,1.54422,1243,3340234
187,delete,205.665,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,291.214,1.45723,1204,3150857
188,search,4079.54,2627.6,1457.29,0.968674,129.879,-nan,-nan,0.89034,0.127356,-1.0,-1.0,62.354,1.45767,1210,3150857
189,delete,6.968,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.007,1.4572,1210,3143609
190,search,4083.33,2594.37,1448.14,0.968465,130.257,-nan,-nan,0.89007,0.127593,-1.0,-1.0,15.952,1.4572,1210,3143609
191,delete,3.783,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.554,1.45683,1210,3141038
192,search,4084.93,2592.33,1440.65,0.967038,127.735,-nan,-nan,0.89001,0.127553,-1.0,-1.0,16.508,1.45683,1210,3141038
193,delete,71.104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,154.749,1.43672,1193,3081734
194,search,4029.34,2573.01,1421.82,0.890801,133.388,-nan,-nan,0.88948,0.12832,-1.0,-1.0,34.654,1.43709,1195,3081734
195,delete,39.719,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,139.44,1.42064,1183,3043966
196,search,3971.16,2555.16,1397.31,0.93881,130.796,-nan,-nan,0.88878,0.128897,-1.0,-1.0,36.577,1.42102,1185,3043966
197,delete,38.677,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.572,1.41188,1183,3008145
198,search,3959.37,2528.73,1378.79,0.91426,126.8,-nan,-nan,0.88826,0.12902,-1.0,-1.0,24.28,1.41215,1184,3008145
199,delete,11.402,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.694,1.40915,1181,2999384
200,search,3959.24,2526.77,1389.88,0.926275,128.491,-nan,-nan,0.88834,0.128971,-1.0,-1.0,22.968,1.40923,1182,2999384
201,delete,7.293,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.332,1.40604,1180,2993528
202,search,3950.49,2523.18,1372.69,0.931916,126.439,-nan,-nan,0.88821,0.128993,-1.0,-1.0,15.551,1.40604,1180,2993528
203,delete,14.402,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.209,1.40533,1180,2980973
204,search,3962.57,2509.24,1373.83,0.92538,122.851,-nan,-nan,0.88817,0.129028,-1.0,-1.0,15.636,1.40533,1180,2980973
205,delete,23.899,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.905,1.39941,1171,2960291
206,search,3893.34,2498.18,1349.04,0.960659,125.283,-nan,-nan,0.88676,0.129922,-1.0,-1.0,15.591,1.39941,1171,2960291
207,delete,52.213,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,125.092,1.37669,1129,2920620
208,search,3708.77,2513,1269.17,0.98803,109.681,-nan,-nan,0.88416,0.132068,-1.0,-1.0,11.886,1.37669,1129,2920620
209,delete,19.344,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.617,1.36786,1121,2900501
210,search,3626.68,2505.61,1231.94,1.09098,111.394,-nan,-nan,0.88237,0.133141,-1.0,-1.0,27.015,1.36821,1122,2900501
211,delete,10.979,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.794,1.36505,1121,2891660
212,search,5205.09,2497.8,1275.52,0.959387,111.152,-nan,-nan,0.88187,0.133377,-1.0,-1.0,19.38,1.36505,1121,2891660
213,delete,27.519,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,71.577,1.3592,1117,2873257
214,search,3865.96,2486.2,1323.75,0.903887,125.706,-nan,-nan,0.88117,0.133737,-1.0,-1.0,14.285,1.3592,1117,2873257
215,delete,395.994,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1357.35,1.16219,933,2537571
216,search,3222.31,2657.24,1152.5,0.94589,102.934,-nan,-nan,0.87554,0.136874,-1.0,-1.0,259.399,1.16844,957,2537571
217,delete,209.973,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,813.686,1.05035,840,2308194
218,search,2904.63,2652.79,1044.8,0.96584,92.8842,-nan,-nan,0.86986,0.142867,-1.0,-1.0,244.69,1.05529,860,2308194
219,delete,18.495,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.716,1.05021,855,2285820
220,search,2906.42,2550.53,1029.63,0.966664,93.1492,-nan,-nan,0.86836,0.144028,-1.0,-1.0,105.551,1.0503,864,2285820
221,delete,193.586,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,620.026,0.940495,728,2082858
222,search,2530.26,2622.43,904.714,0.90041,90.0116,-nan,-nan,0.85837,0.150245,-1.0,-1.0,95.821,0.942306,737,2082858
223,delete,10.206,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.376,0.940115,735,2071207
224,search,2508.28,2555.35,884.903,0.990844,85.9444,-nan,-nan,0.85682,0.151192,-1.0,-1.0,31.389,0.940432,736,2071207
225,delete,5.31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.328,0.93901,735,2065400
226,search,2520.54,2547.76,884.844,0.913892,89.4254,-nan,-nan,0.85646,0.151252,-1.0,-1.0,11.912,0.93901,735,2065400
227,delete,6.361,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.221,0.938724,735,2062105
228,search,2521.43,2541.49,895.966,0.926843,82.9567,-nan,-nan,0.85621,0.151572,-1.0,-1.0,10.895,0.938724,735,2062105
229,delete,23.131,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.47,0.933072,730,2039610
230,search,2500.99,2521.25,879.472,0.964288,85.292,-nan,-nan,0.85587,0.151941,-1.0,-1.0,10.777,0.933072,730,2039610
231,delete,13.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.758,0.927676,726,2027795
232,search,2485.17,2522.09,869.296,0.900644,84.4392,-nan,-nan,0.85425,0.152922,-1.0,-1.0,11.52,0.927676,726,2027795
233,delete,7.187,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.01,0.925643,725,2022859
234,search,2491.34,2516.05,877.788,0.962138,81.4811,-nan,-nan,0.85426,0.152802,-1.0,-1.0,11.051,0.925643,725,2022859
235,delete,6.751,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.186,0.924847,722,2016264
236,search,2484.66,2506.24,867.155,0.908193,84.3323,-nan,-nan,0.85411,0.152761,-1.0,-1.0,10.972,0.924847,722,2016264
237,delete,294.884,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,708.471,0.801818,608,1782866
238,search,2163.34,2652.13,785.124,0.963902,76.3068,-nan,-nan,0.84687,0.159541,-1.0,-1.0,97.717,0.803651,617,1782866
239,delete,18.222,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.486,0.792048,606,1758931
240,search,2122.95,2601.9,759.864,1.02348,75.4475,-nan,-nan,0.84349,0.160427,-1.0,-1.0,26.194,0.792114,607,1758931
241,delete,6.829,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.489,0.789734,605,1751275
242,search,2124.32,2595.67,756.378,0.987941,74.222,-nan,-nan,0.8433,0.160536,-1.0,-1.0,9.049,0.789734,605,1751275
243,delete,18.444,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.121,0.786902,603,1733264
244,search,2108.07,2564.42,751.187,0.934967,71.9551,-nan,-nan,0.84141,0.161307,-1.0,-1.0,8.986,0.786902,603,1733264
245,delete,10.512,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.126,0.783914,601,1722658
246,search,2108.6,2556.56,750.249,0.928179,69.6817,-nan,-nan,0.84101,0.161257,-1.0,-1.0,9.034,0.783914,601,1722658
247,delete,2.778,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.997,0.783893,601,1719601
248,search,2106.69,2546.65,749.016,0.928909,72.4485,-nan,-nan,0.84063,0.161243,-1.0,-1.0,9.126,0.783893,601,1719601
249,delete,8.929,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.93,0.781018,599,1711648
250,search,2080.21,2547.53,741.967,1.00086,69.5811,-nan,-nan,0.83905,0.162415,-1.0,-1.0,9.491,0.781018,599,1711648
251,delete,296.113,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,318.081,0.661145,516,1470624
252,search,1855.65,2601.77,669.428,0.891225,62.9496,-nan,-nan,0.83577,0.163568,-1.0,-1.0,48.934,0.662017,520,1470624
253,delete,27.426,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.145,0.652972,513,1442070
254,search,1815.55,2544.87,646.314,0.99285,60.69,-nan,-nan,0.83341,0.165021,-1.0,-1.0,10.746,0.652972,513,1442070
255,delete,40.315,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,94.667,0.636496,494,1405549
256,search,1775.22,2579.27,639.926,0.906175,59.7011,-nan,-nan,0.83039,0.168087,-1.0,-1.0,9.772,0.636496,494,1405549
257,insert,14.28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.949,0.639346,494,1416288
258,search,1780.53,2589.26,639.613,0.91383,61.9908,-nan,-nan,0.83085,0.167718,-1.0,-1.0,9.6,0.639346,494,1416288
259,insert,34.154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.089,0.650013,499,1443010
260,search,1778.92,2610.5,642.719,0.91388,61.071,-nan,-nan,0.83011,0.168087,-1.0,-1.0,9.815,0.650013,499,1443010
261,insert,7.598,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.199,0.651968,499,1447529
262,search,1788.85,2628.2,649.531,0.905286,62.631,-nan,-nan,0.8309,0.167727,-1.0,-1.0,9.943,0.651968,499,1447529
263,insert,150.195,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,133.467,0.699697,507,1569110
264,search,1854.68,2809.97,694.638,0.876424,64.2551,-nan,-nan,0.83182,0.169497,-1.0,-1.0,95.869,0.699709,513,1569110
265,insert,93.525,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,103.594,0.727706,524,1636119
266,search,1928.42,2850.1,727.629,0.896463,67.9419,-nan,-nan,0.83796,0.165634,-1.0,-1.0,54.602,0.727739,527,1636119
267,insert,40.101,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.174,0.740083,531,1665152
268,search,1969.56,2879.53,745.666,0.887858,70.9218,-nan,-nan,0.84103,0.165134,-1.0,-1.0,37.979,0.740084,534,1665152
269,insert,330.362,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,250.968,0.853001,555,1916952
270,search,2088.76,3140.66,830.922,0.979276,76.5083,-nan,-nan,0.84236,0.163815,-1.0,-1.0,106.265,0.853688,564,1916952
271,insert,3.158,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.451,0.854762,566,1920898
272,search,2123.62,3057.04,830.939,0.887736,79.0532,-nan,-nan,0.84263,0.163666,-1.0,-1.0,77.196,0.854853,570,1920898
273,insert,22.143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.456,0.861784,572,1942757
274,search,2148.09,3067.55,843.741,0.90569,82.8889,-nan,-nan,0.84556,0.160568,-1.0,-1.0,49.184,0.861905,575,1942757
275,insert,464.525,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,542.082,1.04008,633,2328372
276,search,2425.56,3315.68,986.072,0.926865,93.6758,-nan,-nan,0.85166,0.158041,-1.0,-1.0,207.098,1.04144,655,2328372
277,insert,46.243,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,99.281,1.05765,668,2363257
278,search,2495.31,3175.4,991.974,0.942719,92.6733,-nan,-nan,0.85397,0.156245,-1.0,-1.0,65.297,1.0577,674,2363257
279,insert,25.786,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.021,1.06754,680,2388933
280,search,2535.01,3145.14,1009.77,0.936905,93.0498,-nan,-nan,0.8549,0.15567,-1.0,-1.0,50.452,1.06783,685,2388933
281,insert,361.164,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,383.58,1.20586,714,2684315
282,search,2682.9,3248.13,1076.02,0.925667,102.788,-nan,-nan,0.85488,0.156405,-1.0,-1.0,193.772,1.20714,724,2684315
283,insert,472.037,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,661.599,1.40157,810,3109157
284,search,2984.65,3342.3,1190.21,0.936701,103.014,-nan,-nan,0.86294,0.149501,-1.0,-1.0,311.221,1.40287,844,3109157
285,insert,11.331,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.974,1.40702,845,3122751
286,search,3126.2,3213.48,1248.06,0.971081,114.496,-nan,-nan,0.86401,0.149061,-1.0,-1.0,52.337,1.40723,848,3122751
287,insert,39.912,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,114.106,1.42425,857,3163679
288,search,3030.1,3210.58,1258.04,0.97031,114.301,-nan,-nan,0.86428,0.148925,-1.0,-1.0,21.199,1.42425,859,3163679
289,insert,174.462,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,324.388,1.56134,917,3472031
290,search,3317.68,3292.11,1350.97,0.99248,121.242,-nan,-nan,0.86804,0.147939,-1.0,-1.0,272.948,1.56309,942,3472031
291,insert,24.653,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.588,1.57097,947,3495577
292,search,3480.88,3232.97,1394.44,0.981707,125.948,-nan,-nan,0.87076,0.145814,-1.0,-1.0,124.123,1.5712,957,3495577
293,insert,18.312,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.411,1.58047,961,3515193
294,search,3524.67,3202.36,1399.05,0.984173,127.978,-nan,-nan,0.87109,0.145969,-1.0,-1.0,98.847,1.58067,970,3515193
295,insert,250.354,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,388.107,1.67397,1021,3723063
296,search,3719.63,3198.42,1480.91,0.9343,130.964,-nan,-nan,0.87522,0.142628,-1.0,-1.0,140.467,1.67547,1036,3723063
297,insert,4.094,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.352,1.67726,1037,3727399
298,search,3770.39,3144.85,1487.46,0.93947,133.954,-nan,-nan,0.87586,0.142256,-1.0,-1.0,21.496,1.67734,1038,3727399
299,insert,75.026,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,116.729,1.70086,1056,3788002
300,search,3815.37,3142.3,1505.16,0.991111,129.856,-nan,-nan,0.87783,0.140215,-1.0,-1.0,14.739,1.70086,1056,3788002
301,insert,711.948,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1151.94,1.96941,1200,4370866
302,search,4411.25,3308.93,1796.27,0.927771,158.499,-nan,-nan,0.90189,0.122331,-1.0,-1.0,236.101,1.96972,1233,4370866
303,insert,51.316,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.479,1.98875,1243,4420306
304,search,4505.1,3165.42,1780.07,1.00229,152.747,-nan,-nan,0.90126,0.122996,-1.0,-1.0,51.223,1.98899,1247,4420306
305,insert,357.459,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,525.415,2.1503,1287,4789669
306,search,4734.69,3307.35,1914.79,0.964804,164.309,-nan,-nan,0.90386,0.120864,-1.0,-1.0,234.461,2.15158,1304,4789669
307,insert,26.048,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.288,2.15939,1311,4815550
308,search,4787.48,3262.94,1934.08,0.949036,163.629,-nan,-nan,0.90443,0.120826,-1.0,-1.0,137.265,2.15946,1318,4815550
309,insert,10.153,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.824,2.16286,1320,4823345
310,search,4716.47,3246.66,1920.54,0.975944,166.067,-nan,-nan,0.90474,0.120459,-1.0,-1.0,58.869,2.16286,1323,4823345
311,insert,14.234,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.297,2.1694,1324,4843493
312,search,4810.9,3246.86,1932.07,0.961382,163.584,-nan,-nan,0.90465,0.120696,-1.0,-1.0,34.03,2.16961,1327,4843493
313,insert,43.667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,121.153,2.18781,1340,4885489
314,search,4834.66,3227.94,1931.34,0.981969,167.749,-nan,-nan,0.90472,0.12067,-1.0,-1.0,12.587,2.18781,1340,4885489
315,insert,8.99,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.111,2.19087,1340,4892335
316,search,4851.97,3229.15,1934.84,0.9724,171.36,-nan,-nan,0.90455,0.120828,-1.0,-1.0,12.396,2.19087,1340,4892335
317,insert,49.366,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,82.615,2.20676,1350,4932996
318,search,4901.76,3228.8,1958.07,0.944005,167.448,-nan,-nan,0.90515,0.120305,-1.0,-1.0,12.862,2.20676,1350,4932996
319,insert,633.704,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,874.654,2.4201,1459,5430684
320,search,5169.48,3337.87,2028.49,1.08163,167.372,-nan,-nan,0.90973,0.116803,-1.0,-1.0,214.674,2.42296,1487,5430684
321,insert,45.793,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,112.017,2.43951,1502,5471239
322,search,5247.36,3269.28,2009.9,1.12298,163.949,-nan,-nan,0.91116,0.11561,-1.0,-1.0,20.345,2.43968,1503,5471239
323,insert,126.017,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,182.823,2.48445,1524,5575560
324,search,5351.22,3298.63,2056.36,1.05913,168.933,-nan,-nan,0.91218,0.114537,-1.0,-1.0,52.625,2.48462,1529,5575560
325,insert,1491.98,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,762.285,2.70948,1591,6069499
326,search,5872.44,3440.28,2419.75,0.953453,207.755,-nan,-nan,0.91425,0.11297,-1.0,-1.0,367.756,2.71255,1622,6069499
327,insert,75.937,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,140.14,2.74124,1638,6139647
328,search,6019.08,3377.16,2463.69,0.942684,219.682,-nan,-nan,0.91586,0.111093,-1.0,-1.0,254.287,2.74312,1659,6139647
329,insert,8.953,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.338,2.74521,1659,6146884
330,search,6073.37,3340.18,2460.74,0.929441,223,-nan,-nan,0.9161,0.110782,-1.0,-1.0,131.826,2.74589,1671,6146884
331,insert,47.619,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,106.486,2.76332,1682,6188816
332,search,5913.15,3317.47,2310.06,1.05937,187.04,-nan,-nan,0.91632,0.110938,-1.0,-1.0,58.834,2.76382,1688,6188816
333,insert,3.901,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.466,2.76497,1689,6190810
334,search,6130.51,3302.21,2474.73,0.957747,224.101,-nan,-nan,0.91641,0.110775,-1.0,-1.0,15.637,2.76497,1689,6190810
335,insert,49.511,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,98.866,2.78109,1702,6230108
336,search,6167.41,3302.08,2491.02,0.954316,216.113,-nan,-nan,0.91697,0.110357,-1.0,-1.0,15.684,2.78109,1702,6230108
337,insert,24.578,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.249,2.78848,1705,6249699
338,search,6068.57,3305.24,2410.19,1.02507,201.097,-nan,-nan,0.91706,0.11031,-1.0,-1.0,15.866,2.78848,1705,6249699
339,insert,56.579,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,97.613,2.80294,1717,6290226
340,search,6251.32,3301,2513.74,0.956294,226.386,-nan,-nan,0.91803,0.109306,-1.0,-1.0,15.875,2.80294,1717,6290226
341,insert,11.688,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.174,2.80687,1717,6297556
342,search,6083.77,3304.81,2406.17,1.04631,199.812,-nan,-nan,0.91818,0.109279,-1.0,-1.0,61.21,2.80721,1720,6297556
343,insert,36.475,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,84.635,2.8196,1729,6330843
344,search,6248.54,3302.72,2516,0.970047,221.259,-nan,-nan,0.91845,0.109099,-1.0,-1.0,16.21,2.8196,1729,6330843
345,insert,45.812,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.435,2.83251,1733,6370265
346,search,6281.9,3317.48,2534.94,0.946145,222.455,-nan,-nan,0.91843,0.109172,-1.0,-1.0,16.17,2.83251,1733,6370265
347,insert,615.67,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,878.088,3.03727,1846,6831086
348,search,6466.39,3354.92,2607.98,1.05804,223.535,-nan,-nan,0.92184,0.106616,-1.0,-1.0,144.009,3.04049,1869,6831086
349,insert,31.235,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.814,3.05756,1877,6876154
350,search,6770.07,3333.27,2718.65,0.963157,241.855,-nan,-nan,0.92242,0.106231,-1.0,-1.0,78.874,3.05856,1882,6876154
351,insert,444.702,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,719.657,3.24799,1963,7288266
352,search,6809.96,3355.05,2781.75,1.0092,234.913,-nan,-nan,0.92211,0.107035,-1.0,-1.0,353.395,3.25198,1996,7288266
353,insert,57.533,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.604,3.27016,2005,7333132
354,search,6737.11,3310.48,2917.64,0.953575,254.695,-nan,-nan,0.92288,0.106379,-1.0,-1.0,66.167,3.27084,2014,7333132
355,insert,216.084,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,509.919,3.43054,2108,7696838
356,search,7356.4,3302.74,2964.54,1.01311,246.742,-nan,-nan,0.92465,0.104911,-1.0,-1.0,188.86,3.43166,2127,7696838
357,insert,26.111,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.64,3.43982,2132,7714498
358,search,7694.46,3270.07,3072.11,0.974918,268.417,-nan,-nan,0.92501,0.104806,-1.0,-1.0,72.24,3.44013,2136,7714498
359,insert,13.767,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.473,3.4436,2138,7725755
360,search,7420.81,3268.3,2942.82,1.06859,247.021,-nan,-nan,0.92527,0.104708,-1.0,-1.0,41.055,3.44364,2140,7725755
361,insert,72.245,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,108.521,3.46786,2150,7789312
362,search,7797.57,3275.97,3013.26,1.00553,266.174,-nan,-nan,0.92628,0.103674,-1.0,-1.0,59.562,3.46801,2153,7789312
363,insert,23.523,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.925,3.4732,2156,7803163
364,search,7769.07,3273.58,3100.46,0.959911,266.563,-nan,-nan,0.9262,0.103727,-1.0,-1.0,37.449,3.4735,2157,7803163
365,insert,68.959,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,120.683,3.50032,2168,7863722
