step_num,step_type,latency_ms,recall_mean,recall_std_dev,gt_scan_mean,gt_scan_dev,mainteance_ms,index_mem_gb,num_partitions,num_vectors
138,search,4057.48,0.88287,0.132469,19.6712,18.7573,11.958,2.22258,2387,4971386
139,delete,5.447,-1.0,-1.0,-1.0,-1.0,10.429,2.22245,2387,4963487
140,search,4062.17,0.88288,0.132341,19.6986,18.7787,12.053,2.22245,2387,4963487
141,delete,13.308,-1.0,-1.0,-1.0,-1.0,20.167,2.21949,2386,4941830
142,search,4037.05,0.88321,0.132407,19.697,18.7964,12.319,2.21949,2386,4941830
143,delete,10.279,-1.0,-1.0,-1.0,-1.0,17.547,2.21729,2385,4925657
144,search,4028.73,0.88324,0.132271,19.7095,18.8049,12.33,2.21729,2385,4925657
145,delete,1.743,-1.0,-1.0,-1.0,-1.0,14.006,2.21658,2384,4922686
146,search,4014.98,0.88303,0.13252,19.724,18.8127,12.185,2.21658,2384,4922686
147,delete,5.1,-1.0,-1.0,-1.0,-1.0,10.464,2.21658,2384,4913636
148,search,4012.84,0.88304,0.132429,19.7508,18.8428,11.787,2.21658,2384,4913636
149,delete,117.69,-1.0,-1.0,-1.0,-1.0,133.638,2.17954,2362,4717250
150,search,3930.48,0.88261,0.133304,19.8735,18.9888,13.71,2.17954,2362,4717250
151,delete,101.013,-1.0,-1.0,-1.0,-1.0,196.393,2.13132,2331,4560269
152,search,3865.91,0.88165,0.132922,19.9984,19.005,20.433,2.13132,2331,4560269
153,delete,18.784,-1.0,-1.0,-1.0,-1.0,57.252,2.12073,2324,4521936
154,search,3839.32,0.88037,0.133873,20.1779,19.1118,20.624,2.12073,2324,4521936
155,delete,12.051,-1.0,-1.0,-1.0,-1.0,25.355,2.11791,2323,4502222
156,search,3837.44,0.8804,0.133817,20.1913,19.1337,20.708,2.11791,2323,4502222
157,delete,26.591,-1.0,-1.0,-1.0,-1.0,30.605,2.1101,2321,4456039
158,search,3820.92,0.87991,0.134283,20.2717,19.214,20.866,2.1101,2321,4456039
159,delete,208.357,-1.0,-1.0,-1.0,-1.0,453.862,1.97109,2238,4143922
160,search,3635.29,0.87769,0.135237,20.4918,19.3176,20.514,1.97109,2238,4143922
161,delete,33.627,-1.0,-1.0,-1.0,-1.0,28.623,1.96262,2236,4101445
162,search,3628.3,0.87768,0.135404,20.5386,19.3597,20.361,1.96262,2236,4101445
163,delete,12.006,-1.0,-1.0,-1.0,-1.0,18.079,1.96003,2236,4080175
164,search,3601.03,0.87722,0.135556,20.5887,19.3723,20.028,1.96003,2236,4080175
165,delete,21.628,-1.0,-1.0,-1.0,-1.0,18.438,1.95454,2236,4047313
166,search,3607.15,0.87701,0.135766,20.6206,19.4205,19.911,1.95454,2236,4047313
167,delete,5.064,-1.0,-1.0,-1.0,-1.0,18.025,1.95281,2236,4040738
168,search,3615.71,0.87678,0.136059,20.6495,19.4505,19.906,1.95281,2236,4040738
169,delete,14.479,-1.0,-1.0,-1.0,-1.0,29.901,1.94716,2234,4022674
170,search,3580.43,0.87651,0.136134,20.7229,19.4958,20.262,1.94716,2234,4022674
171,delete,5.534,-1.0,-1.0,-1.0,-1.0,18.005,1.94567,2234,4015835
172,search,3604.81,0.87631,0.136348,20.7356,19.4954,20.262,1.94567,2234,4015835
173,delete,27.388,-1.0,-1.0,-1.0,-1.0,18.51,1.9367,2234,3986424
174,search,3563.9,0.87545,0.137163,20.8375,19.5712,20.1,1.9367,2234,3986424
175,delete,126.439,-1.0,-1.0,-1.0,-1.0,321.052,1.85196,2168,3804693
176,search,3496.29,0.8735,0.137228,21.2564,19.8103,24.443,1.85224,2169,3804693
177,delete,11.721,-1.0,-1.0,-1.0,-1.0,18.031,1.8479,2169,3786352
178,search,3468.17,0.87312,0.137254,21.317,19.8345,20.786,1.8479,2169,3786352
179,delete,202.676,-1.0,-1.0,-1.0,-1.0,303.802,1.72733,2085,3556994
180,search,3421.15,0.86702,0.138478,22.2013,20.0513,24.376,1.72759,2086,3556994
181,delete,18.816,-1.0,-1.0,-1.0,-1.0,17.531,1.72174,2085,3526824
182,search,3285.16,0.86674,0.138693,22.2484,20.1216,21.141,1.72179,2086,3526824
183,delete,127.528,-1.0,-1.0,-1.0,-1.0,339.736,1.63432,2004,3350245
184,search,3160.55,0.85619,0.147825,23.3857,20.7234,18.28,1.63432,2004,3350245
185,delete,7.062,-1.0,-1.0,-1.0,-1.0,17.24,1.63146,2002,3340234
186,search,3138.15,0.85866,0.145296,23.1659,20.6214,17.868,1.63146,2002,3340234
187,delete,122.46,-1.0,-1.0,-1.0,-1.0,191.066,1.53657,1967,3150857
188,search,3093.07,0.86246,0.142132,22.3533,19.9071,26.262,1.53672,1969,3150857
189,delete,4.71,-1.0,-1.0,-1.0,-1.0,15.849,1.53573,1969,3143609
190,search,3072.21,0.86151,0.142415,22.4986,20.0336,17.636,1.53573,1969,3143609
191,delete,1.648,-1.0,-1.0,-1.0,-1.0,15.639,1.53544,1969,3141038
192,search,3061.69,0.86152,0.142414,22.503,20.0285,18.518,1.53544,1969,3141038
193,delete,49.868,-1.0,-1.0,-1.0,-1.0,20.851,1.51712,1968,3081734
194,search,3067.98,0.85982,0.144074,22.7053,20.0646,17.784,1.51712,1968,3081734
195,delete,30.833,-1.0,-1.0,-1.0,-1.0,42.124,1.50054,1962,3043966
196,search,3047.56,0.85906,0.144593,22.8204,20.1718,17.827,1.50054,1962,3043966
197,delete,27.39,-1.0,-1.0,-1.0,-1.0,43.851,1.4878,1959,3008145
198,search,3060.06,0.85802,0.144847,22.8781,20.1934,18.21,1.4878,1959,3008145
199,delete,9.807,-1.0,-1.0,-1.0,-1.0,15.645,1.48378,1959,2999384
200,search,3045.74,0.85797,0.144687,22.9556,20.2378,17.403,1.48378,1959,2999384
201,delete,5.271,-1.0,-1.0,-1.0,-1.0,15.576,1.48111,1959,2993528
202,search,3020.62,0.85774,0.144815,22.9821,20.2325,17.54,1.48111,1959,2993528
203,delete,10.097,-1.0,-1.0,-1.0,-1.0,15.46,1.47758,1959,2980973
204,search,3032.81,0.85726,0.145024,22.9876,20.2275,17.555,1.47758,1959,2980973
205,delete,18.217,-1.0,-1.0,-1.0,-1.0,15.917,1.46936,1959,2960291
206,search,3016.76,0.85721,0.145069,23.0212,20.2673,17.644,1.46936,1959,2960291
207,delete,35.144,-1.0,-1.0,-1.0,-1.0,35.479,1.44714,1945,2920620
208,search,2981.37,0.85644,0.146025,23.0808,20.3003,17.75,1.44714,1945,2920620
209,delete,15.106,-1.0,-1.0,-1.0,-1.0,19.778,1.44065,1944,2900501
210,search,2987.89,0.85582,0.146046,23.1376,20.2996,17.621,1.44065,1944,2900501
211,delete,6.934,-1.0,-1.0,-1.0,-1.0,15.277,1.43712,1944,2891660
212,search,2993.39,0.85585,0.146071,23.1515,20.3094,17.213,1.43712,1944,2891660
213,delete,12.804,-1.0,-1.0,-1.0,-1.0,24.594,1.42917,1941,2873257
214,search,2979.66,0.85506,0.146632,23.2227,20.3069,17.09,1.42917,1941,2873257
215,delete,253.796,-1.0,-1.0,-1.0,-1.0,446.583,1.24234,1829,2537571
216,search,2754.77,0.84921,0.14989,23.9383,20.441,26.915,1.24251,1831,2537571
217,delete,155.398,-1.0,-1.0,-1.0,-1.0,281.1,1.13259,1761,2308194
218,search,2609.24,0.84494,0.153393,24.4765,20.7676,15.126,1.13259,1761,2308194
219,delete,14.009,-1.0,-1.0,-1.0,-1.0,20.575,1.12608,1759,2285820
220,search,2630.88,0.84293,0.154444,24.6461,20.8375,15.547,1.12608,1759,2285820
221,delete,148.965,-1.0,-1.0,-1.0,-1.0,268.937,1.01224,1666,2082858
222,search,2477.86,0.8393,0.156557,25.1999,21.0657,14.019,1.01224,1666,2082858
223,delete,9.23,-1.0,-1.0,-1.0,-1.0,14.901,1.0089,1665,2071207
224,search,2472.94,0.83761,0.157449,25.2589,21.0267,14.529,1.0089,1665,2071207
225,delete,4.836,-1.0,-1.0,-1.0,-1.0,12.31,1.00783,1665,2065400
226,search,2471.69,0.8374,0.157636,25.2722,21.0276,14.312,1.00783,1665,2065400
227,delete,3.22,-1.0,-1.0,-1.0,-1.0,12.337,1.00687,1665,2062105
228,search,2470.23,0.83712,0.157576,25.3045,21.037,14.151,1.00687,1665,2062105
229,delete,16.339,-1.0,-1.0,-1.0,-1.0,23.149,0.9991,1662,2039610
230,search,2432.97,0.83571,0.15796,25.4911,21.0527,14.325,0.9991,1662,2039610
231,delete,9.41,-1.0,-1.0,-1.0,-1.0,22.53,0.992544,1660,2027795
232,search,2442.6,0.83513,0.157973,25.5951,21.0602,14.21,0.992544,1660,2027795
233,delete,3.819,-1.0,-1.0,-1.0,-1.0,12.34,0.991211,1660,2022859
234,search,2413.68,0.83482,0.158083,25.6066,21.0523,14.153,0.991211,1660,2022859
235,delete,5.122,-1.0,-1.0,-1.0,-1.0,14.374,0.989339,1656,2016264
236,search,2398.28,0.83417,0.158355,25.6888,21.0969,13.852,0.989339,1656,2016264
237,delete,177.277,-1.0,-1.0,-1.0,-1.0,296.172,0.865572,1557,1782866
238,search,2297.55,0.83006,0.161128,26.1586,21.3209,30.543,0.866272,1560,1782866
239,delete,14.333,-1.0,-1.0,-1.0,-1.0,32.925,0.855528,1552,1758931
240,search,2272.19,0.82854,0.161613,26.4253,21.4717,13.116,0.855528,1552,1758931
241,delete,4.268,-1.0,-1.0,-1.0,-1.0,16.808,0.853507,1551,1751275
242,search,2251.2,0.82817,0.161747,26.4988,21.4934,13.107,0.853507,1551,1751275
243,delete,11.7,-1.0,-1.0,-1.0,-1.0,11.653,0.850073,1551,1733264
244,search,2282.77,0.82629,0.162439,26.6447,21.5022,13.045,0.850073,1551,1733264
245,delete,7.354,-1.0,-1.0,-1.0,-1.0,14.793,0.846959,1550,1722658
246,search,2257.05,0.82555,0.162322,26.7402,21.5217,13.493,0.846959,1550,1722658
247,delete,2.493,-1.0,-1.0,-1.0,-1.0,11.622,0.846386,1550,1719601
248,search,2281.74,0.82523,0.162438,26.7692,21.5252,12.995,0.846386,1550,1719601
249,delete,5.416,-1.0,-1.0,-1.0,-1.0,14.756,0.843263,1549,1711648
250,search,2297.42,0.82415,0.162777,26.7984,21.5352,13.516,0.843263,1549,1711648
251,delete,184.749,-1.0,-1.0,-1.0,-1.0,273.886,0.715505,1441,1470624
252,search,2124.82,0.82335,0.162223,27.1209,21.5951,23.327,0.71584,1443,1470624
253,delete,18.787,-1.0,-1.0,-1.0,-1.0,29.352,0.705441,1437,1442070
254,search,2096.86,0.82177,0.162752,27.2435,21.6241,12.284,0.705441,1437,1442070
255,delete,31.416,-1.0,-1.0,-1.0,-1.0,28.923,0.687757,1424,1405549
256,search,2064.03,0.81792,0.165585,27.6843,21.7469,11.957,0.687757,1424,1405549
257,insert,5.925,-1.0,-1.0,-1.0,-1.0,10.222,0.689618,1424,1416288
258,search,2107.34,0.8182,0.16529,27.6103,21.7173,11.901,0.689618,1424,1416288
259,insert,18.096,-1.0,-1.0,-1.0,-1.0,19.107,0.696107,1426,1443010
260,search,2082.32,0.81806,0.165817,27.5624,21.7689,12.094,0.696107,1426,1443010
261,insert,2.277,-1.0,-1.0,-1.0,-1.0,10.256,0.696853,1426,1447529
262,search,2100.92,0.81891,0.165462,27.473,21.7392,12.121,0.696853,1426,1447529
263,insert,93.909,-1.0,-1.0,-1.0,-1.0,25.877,0.734676,1429,1569110
264,search,2133.75,0.82069,0.167103,26.8997,21.6203,17.766,0.73476,1430,1569110
265,insert,54.653,-1.0,-1.0,-1.0,-1.0,18.328,0.757392,1432,1636119
266,search,2112.58,0.82597,0.164696,26.4671,21.5103,12.076,0.757392,1432,1636119
267,insert,24.993,-1.0,-1.0,-1.0,-1.0,25.055,0.767888,1435,1665152
268,search,2126.63,0.82768,0.16473,26.1749,21.4363,11.81,0.767888,1435,1665152
269,insert,191.249,-1.0,-1.0,-1.0,-1.0,66.769,0.86483,1445,1916952
270,search,2232.49,0.8273,0.165135,26.0742,21.4135,33.571,0.864829,1448,1916952
271,insert,3.63,-1.0,-1.0,-1.0,-1.0,10.704,0.866337,1448,1920898
272,search,2193.28,0.82736,0.16492,26.032,21.407,12.095,0.866337,1448,1920898
273,insert,18.481,-1.0,-1.0,-1.0,-1.0,12.708,0.876632,1449,1942757
274,search,2214.24,0.83006,0.16331,25.7995,21.3159,11.876,0.876632,1449,1942757
275,insert,320.733,-1.0,-1.0,-1.0,-1.0,195.504,1.04179,1480,2328372
276,search,2350.67,0.83448,0.160991,25.4694,21.2769,82.428,1.04185,1493,2328372
277,insert,26.353,-1.0,-1.0,-1.0,-1.0,11.046,1.05501,1493,2363257
278,search,2371.52,0.83605,0.160407,25.3155,21.2328,41.523,1.05511,1500,2363257
279,insert,20.423,-1.0,-1.0,-1.0,-1.0,11.216,1.06561,1500,2388933
280,search,2407.83,0.83718,0.159445,25.2312,21.1948,16.506,1.06561,1501,2388933
281,insert,183.965,-1.0,-1.0,-1.0,-1.0,104.981,1.19524,1512,2684315
282,search,2492.13,0.83677,0.160492,25.3616,21.5698,19.952,1.19556,1514,2684315
283,insert,333.32,-1.0,-1.0,-1.0,-1.0,196.387,1.38706,1556,3109157
284,search,2621.9,0.84381,0.156855,24.5354,21.1729,71.166,1.38706,1569,3109157
285,insert,9.398,-1.0,-1.0,-1.0,-1.0,14.405,1.39244,1570,3122751
286,search,2631.28,0.84452,0.156419,24.5279,21.1891,37.851,1.39254,1576,3122751
287,insert,30.937,-1.0,-1.0,-1.0,-1.0,17.856,1.40912,1577,3163679
288,search,2656.42,0.84439,0.156573,24.4413,21.1451,17.482,1.40912,1578,3163679
289,insert,227.542,-1.0,-1.0,-1.0,-1.0,181.255,1.54573,1611,3472031
290,search,2770.36,0.8488,0.15505,23.9579,21.0016,65.804,1.54591,1619,3472031
291,insert,21.224,-1.0,-1.0,-1.0,-1.0,14.031,1.55666,1620,3495577
292,search,2772.04,0.85099,0.153805,23.7766,20.9749,36.807,1.55666,1624,3495577
293,insert,12.77,-1.0,-1.0,-1.0,-1.0,25.178,1.56465,1627,3515193
294,search,2819.03,0.8508,0.153968,23.7452,21.0188,18.263,1.56465,1628,3515193
295,insert,151.958,-1.0,-1.0,-1.0,-1.0,162.832,1.65793,1660,3723063
296,search,2874.47,0.855,0.151723,23.2139,20.781,39.295,1.65811,1665,3723063
297,insert,3.472,-1.0,-1.0,-1.0,-1.0,11.936,1.65967,1665,3727399
298,search,2880.43,0.85481,0.151958,23.2004,20.7771,20.402,1.65967,1666,3727399
299,insert,52.73,-1.0,-1.0,-1.0,-1.0,29.312,1.68545,1672,3788002
300,search,2935.55,0.85791,0.149034,22.9831,20.6083,17.687,1.68551,1673,3788002
301,insert,443.376,-1.0,-1.0,-1.0,-1.0,522.936,1.94992,1812,4370866
302,search,3293.47,0.88338,0.133219,20.2272,19.6253,91.483,1.95055,1843,4370866
303,insert,27.242,-1.0,-1.0,-1.0,-1.0,59.855,1.97069,1853,4420306
304,search,3299.07,0.88193,0.133859,20.3161,19.6364,17.859,1.97098,1854,4420306
305,insert,194.903,-1.0,-1.0,-1.0,-1.0,309.532,2.13859,1911,4789669
306,search,3450.71,0.88433,0.132829,19.9728,19.497,138.796,2.13988,1936,4789669
307,insert,16.021,-1.0,-1.0,-1.0,-1.0,16.602,2.1481,1938,4815550
308,search,3469.02,0.88473,0.132234,19.891,19.4585,42.407,2.1482,1944,4815550
309,insert,5.55,-1.0,-1.0,-1.0,-1.0,12.971,2.15137,1944,4823345
