step_num,step_type,latency_ms,recall_mean,recall_std_dev,gt_scan_mean,gt_scan_dev,mainteance_ms,index_mem_gb,num_partitions,num_vectors
157,delete,44.056,-1.0,-1.0,-1.0,-1.0,25.672,2.13806,2156,4456039
158,search,4622.15,0.88186,0.131449,19.8555,18.7279,27.541,2.13806,2156,4456039
159,delete,306.839,-1.0,-1.0,-1.0,-1.0,24.69,2.0221,2156,4143922
160,search,4763,0.88064,0.131761,20.0619,18.8865,28.948,2.0221,2156,4143922
161,delete,57.895,-1.0,-1.0,-1.0,-1.0,26.154,2.01502,2156,4101445
162,search,4757.49,0.88061,0.131996,20.0804,18.9124,28.731,2.01502,2156,4101445
163,delete,32.376,-1.0,-1.0,-1.0,-1.0,25.569,2.00505,2156,4080175
164,search,4780.71,0.88001,0.13261,20.123,18.9419,28.213,2.00505,2156,4080175
165,delete,44.832,-1.0,-1.0,-1.0,-1.0,25.764,1.99596,2156,4047313
166,search,4890.05,0.87977,0.13286,20.116,18.9171,28.59,1.99596,2156,4047313
167,delete,11.397,-1.0,-1.0,-1.0,-1.0,25.566,1.99405,2156,4040738
168,search,4833.99,0.87941,0.133098,20.1303,18.9118,27.724,1.99405,2156,4040738
169,delete,24.823,-1.0,-1.0,-1.0,-1.0,25.367,1.98666,2156,4022674
170,search,4885.51,0.87895,0.133293,20.2177,18.9867,27.508,1.98666,2156,4022674
171,delete,10.251,-1.0,-1.0,-1.0,-1.0,25.533,1.98329,2156,4015835
172,search,4856.18,0.87889,0.133397,20.2252,18.9875,28.831,1.98329,2156,4015835
173,delete,46.534,-1.0,-1.0,-1.0,-1.0,25.729,1.9715,2156,3986424
174,search,4830.26,0.87768,0.134187,20.3609,19.0836,28.745,1.9715,2156,3986424
175,delete,223.824,-1.0,-1.0,-1.0,-1.0,25.469,1.90142,2156,3804693
176,search,4718.66,0.87645,0.134148,20.6133,19.1572,28.607,1.90142,2156,3804693
177,delete,28.814,-1.0,-1.0,-1.0,-1.0,25.554,1.89195,2156,3786352
178,search,4676.78,0.87598,0.134221,20.6848,19.1789,28.407,1.89195,2156,3786352
179,delete,311.522,-1.0,-1.0,-1.0,-1.0,25.727,1.78583,2156,3556994
180,search,4458.28,0.87173,0.135348,21.2028,19.3133,38.785,1.78591,2157,3556994
181,delete,42.346,-1.0,-1.0,-1.0,-1.0,25.885,1.77456,2157,3526824
182,search,4508.32,0.87141,0.135263,21.2739,19.3705,28.013,1.77456,2157,3526824
183,delete,183.158,-1.0,-1.0,-1.0,-1.0,25.121,1.70473,2157,3350245
184,search,4587.8,0.86489,0.139895,22.0921,19.7246,28.144,1.70473,2157,3350245
185,delete,19.294,-1.0,-1.0,-1.0,-1.0,25.646,1.69876,2157,3340234
186,search,4614.79,0.86483,0.139711,22.0941,19.7163,29.058,1.69876,2157,3340234
187,delete,247.624,-1.0,-1.0,-1.0,-1.0,26.262,1.61039,2157,3150857
188,search,4542.1,0.86825,0.137815,21.541,19.1875,29.323,1.61039,2157,3150857
189,delete,16.291,-1.0,-1.0,-1.0,-1.0,25.62,1.60613,2157,3143609
190,search,4626.18,0.86793,0.137925,21.5527,19.1642,28.667,1.60613,2157,3143609
191,delete,4.211,-1.0,-1.0,-1.0,-1.0,25.356,1.60532,2157,3141038
192,search,4626.87,0.86799,0.137911,21.5548,19.1613,28.39,1.60532,2157,3141038
193,delete,88.542,-1.0,-1.0,-1.0,-1.0,27.029,1.57657,2157,3081734
