step_num,step_type,latency_ms,recall_mean,recall_std_dev,gt_scan_mean,gt_scan_dev,mainteance_ms,index_mem_gb,num_partitions,num_vectors
104,search,5605.08,0.89655,0.120745,20.4561,18.7379,33.101,1.85175,2137,4178601
105,insert,14.593,-1.0,-1.0,-1.0,-1.0,45.172,1.85609,2140,4187774
106,search,5645.7,0.89622,0.121203,20.458,18.7306,30.578,1.85609,2140,4187774
107,insert,17.451,-1.0,-1.0,-1.0,-1.0,35.381,1.8606,2141,4200109
108,search,5581.3,0.89597,0.121323,20.4694,18.7457,30.218,1.8606,2141,4200109
109,insert,437.681,-1.0,-1.0,-1.0,-1.0,520.513,2.02021,2225,4557867
110,search,4713.71,0.89929,0.119237,20.1499,18.689,57.936,2.02104,2237,4557867
111,insert,18.159,-1.0,-1.0,-1.0,-1.0,39.396,2.03279,2246,4587252
112,search,4660.93,0.89944,0.119275,20.0991,18.684,22.528,2.03279,2246,4587252
113,insert,8.706,-1.0,-1.0,-1.0,-1.0,24.725,2.03725,2247,4600056
114,search,4720.91,0.89953,0.119331,20.0614,18.6614,22.553,2.03725,2247,4600056
115,insert,22.244,-1.0,-1.0,-1.0,-1.0,27.979,2.04577,2249,4627422
116,search,4691.98,0.90004,0.119231,19.982,18.6513,22.529,2.04577,2249,4627422
117,insert,8.554,-1.0,-1.0,-1.0,-1.0,23.569,2.04938,2250,4639292
118,search,4760.08,0.9006,0.11878,19.9803,18.6632,33.454,2.04969,2253,4639292
119,insert,4.719,-1.0,-1.0,-1.0,-1.0,21.473,2.05197,2253,4643423
120,search,4763.12,0.9006,0.118805,19.9626,18.6546,22.498,2.05197,2253,4643423
121,insert,10.998,-1.0,-1.0,-1.0,-1.0,33.532,2.05722,2257,4657252
122,search,4730.68,0.9008,0.118614,19.9484,18.6672,22.379,2.05722,2257,4657252
123,insert,178.663,-1.0,-1.0,-1.0,-1.0,285.88,2.18607,2313,4938477
124,search,4848.87,0.90183,0.119048,19.662,18.4961,88.466,2.18677,2332,4938477
125,insert,30.379,-1.0,-1.0,-1.0,-1.0,64.452,2.20566,2346,4980492
126,search,4938.48,0.90217,0.118781,19.6551,18.5636,23.903,2.20566,2346,4980492
127,insert,32.023,-1.0,-1.0,-1.0,-1.0,69.858,2.22426,2364,5030515
128,search,4950.72,0.90283,0.118098,19.5708,18.5454,14.426,2.22426,2364,5030515
129,delete,11.967,-1.0,-1.0,-1.0,-1.0,15.817,2.22355,2358,5009391
130,search,4902.7,0.90244,0.118391,19.6048,18.5991,15.755,2.22355,2358,5009391
131,delete,3.887,-1.0,-1.0,-1.0,-1.0,14.104,2.22355,2358,5004093
132,search,4943.46,0.9026,0.118315,19.5881,18.5922,15.588,2.22355,2358,5004093
133,delete,6.931,-1.0,-1.0,-1.0,-1.0,14.008,2.22355,2358,4991787
134,search,4847.19,0.9025,0.118344,19.6048,18.5937,15.748,2.22355,2358,4991787
135,delete,10.638,-1.0,-1.0,-1.0,-1.0,22.151,2.22185,2357,4974857
136,search,4944.82,0.90264,0.118379,19.6113,18.6162,24.214,2.22185,2357,4974857
137,delete,2.046,-1.0,-1.0,-1.0,-1.0,22.582,2.22185,2357,4971386
138,search,4923.29,0.90253,0.118506,19.6256,18.6276,23.777,2.22185,2357,4971386
139,delete,4.214,-1.0,-1.0,-1.0,-1.0,22.395,2.22185,2357,4963487
140,search,4895.77,0.90231,0.118352,19.6339,18.6318,23.706,2.22185,2357,4963487
141,delete,11.353,-1.0,-1.0,-1.0,-1.0,22.51,2.2199,2357,4941830
142,search,4926.02,0.90252,0.118553,19.6331,18.6513,24.427,2.2199,2357,4941830
143,delete,8.871,-1.0,-1.0,-1.0,-1.0,34.134,2.21751,2355,4925657
144,search,4872.89,0.9026,0.118484,19.6404,18.6479,25.076,2.21751,2355,4925657
145,delete,2.015,-1.0,-1.0,-1.0,-1.0,22.489,2.21722,2355,4922686
146,search,4913.85,0.90236,0.118653,19.6571,18.64,24.832,2.21722,2355,4922686
147,delete,6.5,-1.0,-1.0,-1.0,-1.0,22.361,2.21722,2355,4913636
148,search,4903.9,0.90236,0.118518,19.6823,18.6604,24.63,2.21722,2355,4913636
149,delete,128.055,-1.0,-1.0,-1.0,-1.0,83.697,2.1865,2343,4717250
150,search,4826.65,0.90153,0.119573,19.7834,18.7481,29.14,2.1866,2344,4717250
151,delete,108.357,-1.0,-1.0,-1.0,-1.0,106.191,2.14494,2328,4560269
152,search,4635.3,0.90037,0.120542,19.9054,18.7933,24.168,2.14494,2328,4560269
153,delete,18.871,-1.0,-1.0,-1.0,-1.0,50.224,2.13495,2322,4521936
154,search,4698.99,0.89931,0.121292,20.0455,18.8794,23.448,2.13495,2322,4521936
155,delete,11.207,-1.0,-1.0,-1.0,-1.0,30.19,2.13131,2321,4502222
156,search,4670.8,0.89919,0.121341,20.0752,18.9093,23.337,2.13131,2321,4502222
157,delete,23.244,-1.0,-1.0,-1.0,-1.0,35.858,2.12403,2319,4456039
158,search,4667.83,0.89859,0.121772,20.1359,18.9751,23.349,2.12403,2319,4456039
159,delete,193.098,-1.0,-1.0,-1.0,-1.0,304.645,1.98503,2264,4143922
160,search,4421.26,0.89674,0.123659,20.3788,19.1921,23.323,1.98503,2264,4143922
161,delete,31.146,-1.0,-1.0,-1.0,-1.0,21.357,1.97923,2264,4101445
162,search,4459.94,0.89699,0.123295,20.3778,19.1848,23.152,1.97923,2264,4101445
163,delete,13.655,-1.0,-1.0,-1.0,-1.0,26.354,1.97421,2263,4080175
164,search,4445.82,0.89664,0.123391,20.4191,19.1965,23.159,1.97421,2263,4080175
165,delete,22.685,-1.0,-1.0,-1.0,-1.0,21.183,1.96716,2263,4047313
166,search,4434.14,0.8967,0.123494,20.3819,19.165,23.269,1.96716,2263,4047313
167,delete,6.114,-1.0,-1.0,-1.0,-1.0,21.242,1.96479,2263,4040738
168,search,4424.85,0.89662,0.123369,20.4128,19.1746,22.855,1.96479,2263,4040738
169,delete,13.683,-1.0,-1.0,-1.0,-1.0,35.281,1.95767,2261,4022674
170,search,4436.82,0.89635,0.123576,20.4644,19.2106,22.854,1.95767,2261,4022674
171,delete,5.216,-1.0,-1.0,-1.0,-1.0,21.128,1.95566,2261,4015835
172,search,4425.38,0.89617,0.123823,20.4661,19.2149,22.617,1.95566,2261,4015835
173,delete,23.436,-1.0,-1.0,-1.0,-1.0,21.331,1.94754,2261,3986424
174,search,4370.75,0.89595,0.124146,20.5282,19.2546,22.848,1.94754,2261,3986424
175,delete,115.968,-1.0,-1.0,-1.0,-1.0,306.028,1.86541,2200,3804693
176,search,4264.88,0.89452,0.124553,20.8343,19.4217,27.521,1.86541,2201,3804693
177,delete,13.017,-1.0,-1.0,-1.0,-1.0,20.4,1.86073,2201,3786352
178,search,4284.2,0.89415,0.124764,20.8761,19.4317,22.392,1.86073,2201,3786352
179,delete,179.046,-1.0,-1.0,-1.0,-1.0,242.681,1.74394,2131,3556994
180,search,4064.63,0.88846,0.12721,21.6756,19.6591,28.95,1.74416,2133,3556994
181,delete,22.23,-1.0,-1.0,-1.0,-1.0,21.615,1.73511,2132,3526824
182,search,4059.59,0.88824,0.127371,21.696,19.701,22.024,1.73511,2132,3526824
183,delete,121.409,-1.0,-1.0,-1.0,-1.0,258.727,1.65509,2069,3350245
184,search,3895.89,0.87925,0.134225,22.8945,20.2389,21.317,1.65509,2069,3350245
185,delete,9.303,-1.0,-1.0,-1.0,-1.0,20.277,1.6511,2067,3340234
186,search,3914.18,0.88097,0.132111,22.7058,20.1374,20.819,1.6511,2067,3340234
187,delete,133.301,-1.0,-1.0,-1.0,-1.0,183.5,1.55699,2030,3150857
188,search,3811.2,0.88318,0.129679,22.1821,19.5923,22.833,1.55705,2031,3150857
189,delete,5.023,-1.0,-1.0,-1.0,-1.0,18.663,1.5555,2031,3143609
190,search,3815.84,0.88275,0.130293,22.2171,19.6008,20.258,1.5555,2031,3143609
191,delete,1.825,-1.0,-1.0,-1.0,-1.0,18.796,1.55495,2031,3141038
192,search,3769.44,0.88274,0.13033,22.2083,19.5878,20.059,1.55495,2031,3141038
193,delete,42.987,-1.0,-1.0,-1.0,-1.0,19.325,1.53067,2031,3081734
194,search,3774.83,0.88114,0.131431,22.411,19.7055,20.131,1.53067,2031,3081734
195,delete,25.929,-1.0,-1.0,-1.0,-1.0,30.756,1.51323,2029,3043966
196,search,3744.61,0.8801,0.13236,22.502,19.7694,20.978,1.51323,2029,3043966
197,delete,29.364,-1.0,-1.0,-1.0,-1.0,40.625,1.4988,2027,3008145
198,search,3717.92,0.87957,0.1325,22.5923,19.8148,20.707,1.4988,2027,3008145
199,delete,9.255,-1.0,-1.0,-1.0,-1.0,18.851,1.49494,2027,2999384
200,search,3754.83,0.87934,0.132473,22.6517,19.8478,20.662,1.49494,2027,2999384
201,delete,5.092,-1.0,-1.0,-1.0,-1.0,19.077,1.49249,2027,2993528
202,search,3747.34,0.8791,0.132723,22.6819,19.8518,20.495,1.49249,2027,2993528
203,delete,9.951,-1.0,-1.0,-1.0,-1.0,18.612,1.48903,2027,2980973
204,search,3737.37,0.87914,0.13257,22.6908,19.851,20.777,1.48903,2027,2980973
205,delete,18.476,-1.0,-1.0,-1.0,-1.0,18.915,1.48045,2027,2960291
206,search,3741.85,0.87901,0.132325,22.7402,19.8635,20.599,1.48045,2027,2960291
207,delete,33.148,-1.0,-1.0,-1.0,-1.0,30.9,1.45967,2018,2920620
208,search,3706.92,0.87831,0.132892,22.7719,19.8303,20.415,1.45967,2018,2920620
209,delete,15.331,-1.0,-1.0,-1.0,-1.0,26.808,1.45225,2017,2900501
210,search,3699.98,0.8776,0.13303,22.9155,19.8649,20.137,1.45225,2017,2900501
211,delete,6.094,-1.0,-1.0,-1.0,-1.0,18.518,1.44952,2017,2891660
212,search,3680.45,0.87727,0.133236,22.9495,19.881,20.019,1.44952,2017,2891660
213,delete,12.097,-1.0,-1.0,-1.0,-1.0,24.91,1.44233,2015,2873257
214,search,3646.65,0.87625,0.133945,23.0074,19.8618,19.835,1.44233,2015,2873257
215,delete,245.835,-1.0,-1.0,-1.0,-1.0,369.569,1.25737,1917,2537571
216,search,3448.23,0.87204,0.136502,23.6432,20.101,26.946,1.25748,1918,2537571
217,delete,157.588,-1.0,-1.0,-1.0,-1.0,202.672,1.14403,1870,2308194
218,search,3300.66,0.86822,0.139188,24.0721,20.319,18.971,1.14403,1870,2308194
219,delete,20.527,-1.0,-1.0,-1.0,-1.0,16.564,1.13825,1870,2285820
220,search,3278.25,0.86703,0.140095,24.1672,20.3359,18.396,1.13825,1870,2285820
221,delete,157.829,-1.0,-1.0,-1.0,-1.0,207.851,1.02589,1796,2082858
222,search,3130.7,0.86358,0.14281,24.5167,20.4545,17.733,1.02589,1796,2082858
223,delete,9.87,-1.0,-1.0,-1.0,-1.0,19.581,1.02192,1795,2071207
224,search,3136.21,0.8617,0.144283,24.7043,20.5445,17.318,1.02192,1795,2071207
225,delete,4.402,-1.0,-1.0,-1.0,-1.0,15.189,1.02081,1795,2065400
226,search,3146.03,0.86158,0.144343,24.7423,20.5608,16.879,1.02081,1795,2065400
227,delete,2.693,-1.0,-1.0,-1.0,-1.0,15.322,1.01992,1795,2062105
228,search,3084.84,0.8615,0.144419,24.7481,20.5643,17.225,1.01992,1795,2062105
